random order,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,276
121,31150559,Abnormal Functional Relationship of Sensorimotor Network With Neurotransmitter-Related Nuclei via Subcortical-Cortical Loops in Manic and Depressive Phases of Bipolar Disorder,"Martino M, Magioncalda P, Conio B, Capobianco L, Russo D, Adavastro G, Tumati S, Tan Z, Lee HC, Lane TJ, Amore M, Inglese M, Northoff G.",Schizophr Bull. 2020 Jan 4;46(1):163-174. doi: 10.1093/schbul/sbz035.,Martino M,Schizophr Bull,2020,2019/06/01,PMC6942162,,10.1093/schbul/sbz035,1,100,67,,,,0,0,,seed-based,
122,30978369,Transorbital alternating current stimulation modifies BOLD activity in healthy subjects and in a stroke patient with hemianopia: A 7 Tesla fMRI feasibility study,"Sabel BA, Hamid AIA, Borrmann C, Speck O, Antal A.",Int J Psychophysiol. 2020 Aug;154:80-92. doi: 10.1016/j.ijpsycho.2019.04.002. Epub 2019 Apr 9.,Sabel BA,Int J Psychophysiol,2020,2019/04/13,,,10.1016/j.ijpsycho.2019.04.002,0,,,,,,,,,"seed-based, retinotopic",
123,32827886,Alterations in sympathetic and parasympathetic brain networks in obstructive sleep apnea,"Lin WC, Hsu TW, Lu CH, Chen HL.",Sleep Med. 2020 Sep;73:135-142. doi: 10.1016/j.sleep.2020.05.038. Epub 2020 Jun 4.,Lin WC,Sleep Med,2020,2020/08/23,,,10.1016/j.sleep.2020.05.038,1,49,19,,,,0,0,,,
124,32528887,Structural and Functional Reorganization Within Cognitive Control Network Associated With Protection of Executive Function in Patients With Unilateral Frontal Gliomas,"Liu Y, Hu G, Yu Y, Jiang Z, Yang K, Hu X, Li Z, Liu D, Zou Y, Liu H, Chen J.",Front Oncol. 2020 May 27;10:794. doi: 10.3389/fonc.2020.00794. eCollection 2020.,Liu Y,Front Oncol,2020,2020/06/13,PMC7266965,,10.3389/fonc.2020.00794,1,40,21,16,,,0,0,,seed-based,
125,31900094,Resting-state fMRI reveals increased functional connectivity in the cerebellum but decreased functional connectivity of the caudate nucleus in Parkinson's disease,"Kaut O, Mielacher C, Hurlemann R, Wüllner U.",Neurol Res. 2020 Jan;42(1):62-67. doi: 10.1080/01616412.2019.1709141. Epub 2020 Jan 3.,Kaut O,Neurol Res,2020,2020/01/05,,,10.1080/01616412.2019.1709141,1,19,13,13,,,0,0,,seed-based,
126,31904268,Strengthened thalamoparietal functional connectivity in patients with hemifacial spasm: a cross-sectional resting-state fMRI study,"Niu X, Xu H, Guo C, Yang T, Kress D, Gao L, Ma S, Zhang M, Wang Y.",Br J Radiol. 2020 Apr;93(1108):20190887. doi: 10.1259/bjr.20190887. Epub 2020 Jan 16.,Niu X,Br J Radiol,2020,2020/01/07,PMC7362923,,10.1259/bjr.20190887,1,28,25,,,,1,0,limitation,seed-based,
127,31988371,Resting-state connectivity stratifies premanifest Huntington's disease by longitudinal cognitive decline rate,"Polosecki P, Castro E, Rish I, Pustina D, Warner JH, Wood A, Sampaio C, Cecchi GA.",Sci Rep. 2020 Jan 27;10(1):1252. doi: 10.1038/s41598-020-58074-8.,Polosecki P,Sci Rep,2020,2020/01/29,PMC6985137,,10.1038/s41598-020-58074-8,0,,,,,,,,,predictive,
128,31491572,Intraoperative Resting-State Functional Connectivity and Resting-State Networks in Patients with Intracerebral Lesions: Detectability and Variations Between Sessions,"Metwali H, Raemaekers M, Kniese K, Samii A.",World Neurosurg. 2020 Jan;133:e197-e204. doi: 10.1016/j.wneu.2019.08.188. Epub 2019 Sep 3.,Metwali H,World Neurosurg,2020,2019/09/07,,,10.1016/j.wneu.2019.08.188,0,,,,,,,,,within-patient,
129,32973580,Converging Resting State Networks Unravels Potential Remote Effects of Transcranial Magnetic Stimulation for Major Depression,"Ishida T, Dierks T, Strik W, Morishima Y.",Front Psychiatry. 2020 Aug 20;11:836. doi: 10.3389/fpsyt.2020.00836. eCollection 2020.,Ishida T,Front Psychiatry,2020,2020/09/25,PMC7468386,,10.3389/fpsyt.2020.00836,0,,,,,,,,,within-patient,
130,32448728,Dysfunctional connectivity in posterior brain regions involved in cognitive control in schizophrenia: A preliminary fMRI study,"Barbalat G, Franck N.",J Clin Neurosci. 2020 Aug;78:317-322. doi: 10.1016/j.jocn.2020.04.089. Epub 2020 May 22.,Barbalat G,J Clin Neurosci,2020,2020/05/26,,,10.1016/j.jocn.2020.04.089,1,15,14,,,,1,0,"limitation, interpretation",seed-based,
131,33178007,Altered Functional Network Associated With Cognitive Performance in Early Parkinson Disease Measured by Eigenvector Centrality Mapping,"Cao F, Guan X, Ma Y, Shao Y, Zhong J.",Front Aging Neurosci. 2020 Oct 16;12:554660. doi: 10.3389/fnagi.2020.554660. eCollection 2020.,Cao F,Front Aging Neurosci,2020,2020/11/12,PMC7596167,,10.3389/fnagi.2020.554660,0,,,,,,,,,within-patient,
132,31735637,Preliminary prediction of individual response to electroconvulsive therapy using whole-brain functional magnetic resonance imaging data,"Sun H, Jiang R, Qi S, Narr KL, Wade BS, Upston J, Espinoza R, Jones T, Calhoun VD, Abbott CC, Sui J.",Neuroimage Clin. 2020;26:102080. doi: 10.1016/j.nicl.2019.102080. Epub 2019 Nov 6.,Sun H,Neuroimage Clin,2020,2019/11/19,PMC7229344,,10.1016/j.nicl.2019.102080,0,,,,,,,,,within-patient,
133,31896570,Lesion-Specific Language Network Alterations in Temporal Lobe Epilepsy,"Foesleitner O, Nenning KH, Bartha-Doering L, Baumgartner C, Pataraia E, Moser D, Schwarz M, Schmidbauer V, Hainfellner JA, Czech T, Dorfer C, Langs G, Prayer D, Bonelli S, Kasprian G.",AJNR Am J Neuroradiol. 2020 Jan;41(1):147-154. doi: 10.3174/ajnr.A6350. Epub 2020 Jan 2.,Foesleitner O,AJNR Am J Neuroradiol,2020,2020/01/04,PMC6975318,,10.3174/ajnr.A6350,0,,,,,,,,,within-patient,
134,32231517,The Instant Spontaneous Neuronal Activity Modulation of Transcutaneous Auricular Vagus Nerve Stimulation on Patients With Primary Insomnia,"Zhao B, Bi Y, Li L, Zhang J, Hong Y, Zhang L, He J, Fang J, Rong P.",Front Neurosci. 2020 Mar 13;14:205. doi: 10.3389/fnins.2020.00205. eCollection 2020.,Zhao B,Front Neurosci,2020,2020/04/02,PMC7082749,,10.3389/fnins.2020.00205,1,22,20,,,,0,0,,,
135,32982906,Multimodal Evaluation of Neurovascular Functionality in Early Parkinson's Disease,"Laganà MM, Pirastru A, Pelizzari L, Rossetto F, Di Tella S, Bergsland N, Nemni R, Meloni M, Baglio F.",Front Neurol. 2020 Aug 26;11:831. doi: 10.3389/fneur.2020.00831. eCollection 2020.,Laganà MM,Front Neurol,2020,2020/09/28,PMC7479303,,10.3389/fneur.2020.00831,1,26,18,,,,0,0,,,
136,32300313,Dynamic Functional Connectivity Patterns in Schizophrenia and the Relationship With Hallucinations,"Weber S, Johnsen E, Kroken RA, Løberg EM, Kandilarova S, Stoyanov D, Kompus K, Hugdahl K.",Front Psychiatry. 2020 Mar 31;11:227. doi: 10.3389/fpsyt.2020.00227. eCollection 2020.,Weber S,Front Psychiatry,2020,2020/04/18,PMC7145395,,10.3389/fpsyt.2020.00227,1,80,80,,,,1,0,limitation,,
137,32215560,Disturbed Resting-State Whole-Brain Functional Connectivity of Striatal Subregions in Bulimia Nervosa,"Wang L, Bi K, Song Z, Zhang Z, Li K, Kong QM, Li XN, Lu Q, Si TM.",Int J Neuropsychopharmacol. 2020 Jun 24;23(6):356-365. doi: 10.1093/ijnp/pyaa023.,Wang L,Int J Neuropsychopharmacol,2020,2020/03/28,PMC7311647,,10.1093/ijnp/pyaa023,1,53,51,,,,0,0,,seed-based,
138,32659735,Social cognition in Multiple Sclerosis is associated to changes in brain connectivity: A resting-state fMRI study,"Labbe TP, Zurita M, Montalba C, Ciampi EL, Cruz JP, Vasquez M, Uribe S, Crossley N, Cárcamo C.",Mult Scler Relat Disord. 2020 Oct;45:102333. doi: 10.1016/j.msard.2020.102333. Epub 2020 Jun 24.,Labbe TP,Mult Scler Relat Disord,2020,2020/07/14,,,10.1016/j.msard.2020.102333,1,47,45,,,,0,0,,,
139,32505940,Pre-treatment graph measures of a functional semantic network are associated with naming therapy outcomes in chronic aphasia,"Johnson JP, Meier EL, Pan Y, Kiran S.",Brain Lang. 2020 Aug;207:104809. doi: 10.1016/j.bandl.2020.104809. Epub 2020 Jun 5.,Johnson JP,Brain Lang,2020,2020/06/08,PMC7338231,NIHMS1601168,10.1016/j.bandl.2020.104809,0,,,,,,,,,within-patient,
140,32619977,Language network reorganization before and after temporal lobe epilepsy surgery,"Foesleitner O, Sigl B, Schmidbauer V, Nenning KH, Pataraia E, Bartha-Doering L, Baumgartner C, Pirker S, Moser D, Schwarz M, Hainfellner JA, Czech T, Dorfer C, Langs G, Prayer D, Bonelli S, Kasprian G.",J Neurosurg. 2020 Jul 3;134(6):1694-1702. doi: 10.3171/2020.4.JNS193401.,Foesleitner O,J Neurosurg,2020,2020/07/04,,,10.3171/2020.4.JNS193401,1,28,22,,,,1,0,interpretation,seed-based,
141,31578601,Functional Connectivity Alterations in Neuromyelitis Optica Spectrum Disorder : Correlation with Disease Duration and Cognitive Impairment,"Han Y, Liu Y, Zeng C, Luo Q, Xiong H, Zhang X, Li Y.",Clin Neuroradiol. 2020 Sep;30(3):559-568. doi: 10.1007/s00062-019-00802-3. Epub 2019 Oct 1.,Han Y,Clin Neuroradiol,2020,2019/10/04,,,10.1007/s00062-019-00802-3,1,41,41,,,,0,0,,seed-based,
142,31955634,Reorganized functional connectivity of language centers as a possible compensatory mechanism for basal ganglia aphasia,"Xu L, Huang L, Cui W, Yu Q.",Brain Inj. 2020 Feb 23;34(3):430-437. doi: 10.1080/02699052.2020.1716995. Epub 2020 Jan 20.,Xu L,Brain Inj,2020,2020/01/21,,,10.1080/02699052.2020.1716995,1,17,12,,,,0,0,,seed-based,
143,31881521,Disrupted salience network dynamics in Parkinson's disease patients with impulse control disorders,"Navalpotro-Gomez I, Kim J, Paz-Alonso PM, Delgado-Alvarado M, Quiroga-Varela A, Jimenez-Urbieta H, Carreiras M, Strafella AP, Rodriguez-Oroz MC.",Parkinsonism Relat Disord. 2020 Jan;70:74-81. doi: 10.1016/j.parkreldis.2019.12.009. Epub 2019 Dec 16.,Navalpotro-Gomez I,Parkinsonism Relat Disord,2020,2019/12/28,,,10.1016/j.parkreldis.2019.12.009,1,20,17,16,,,0,0,,,
144,32066379,Altered lateral geniculate nucleus functional connectivity in migraine without aura: a resting-state functional MRI study,"Zhang D, Huang X, Su W, Chen Y, Wang P, Mao C, Miao Z, Liu C, Xu C, Yin X, Wu X.",J Headache Pain. 2020 Feb 17;21(1):17. doi: 10.1186/s10194-020-01086-6.,Zhang D,J Headache Pain,2020,2020/02/19,PMC7025412,,10.1186/s10194-020-01086-6,1,30,22,,,,0,0,,seed-based,
145,32599551,Atypical spatial frequency dependence of visual metacognition among schizophrenia patients,"Koizumi A, Hori T, Maniscalco B, Hayase M, Mishima R, Kawashima T, Miyata J, Aso T, Lau H, Takahashi H, Amano K.",Neuroimage Clin. 2020;27:102296. doi: 10.1016/j.nicl.2020.102296. Epub 2020 May 26.,Koizumi A,Neuroimage Clin,2020,2020/06/30,PMC7327871,,10.1016/j.nicl.2020.102296,1,20,18,,,,0,0,,seed-based,
146,32862009,Altered cortical gray matter volume and functional connectivity after transcutaneous spinal cord direct current stimulation in idiopathic restless legs syndrome,"Wang L, Liu C, Hou Y, Zhan S, Zhang Z, Wang J, Wang Y.",Sleep Med. 2020 Oct;74:254-261. doi: 10.1016/j.sleep.2020.07.026. Epub 2020 Aug 4.,Wang L,Sleep Med,2020,2020/08/31,,,10.1016/j.sleep.2020.07.026,1,30,20,,,,0,0,,,
147,32581734,Distinct Insular Functional Connectivity Changes Related to Mood and Fatigue Improvements in Major Depressive Disorder Following Tai Chi Training: A Pilot Study,"Xu A, Zimmerman CS, Lazar SW, Ma Y, Kerr CE, Yeung A.",Front Integr Neurosci. 2020 May 28;14:25. doi: 10.3389/fnint.2020.00025. eCollection 2020.,Xu A,Front Integr Neurosci,2020,2020/06/26,PMC7295154,,10.3389/fnint.2020.00025,0,,,,,,,,,"seed-based, within-patient",
148,32968086,Resting-state functional magnetic resonance imaging of high altitude patients with obstructive sleep apnoea hypopnoea syndrome,"Qin Z, Kang D, Feng X, Kong D, Wang F, Bao H.",Sci Rep. 2020 Sep 23;10(1):15546. doi: 10.1038/s41598-020-72339-2.,Qin Z,Sci Rep,2020,2020/09/24,PMC7511410,,10.1038/s41598-020-72339-2,1,38,36,,,,1,0,limitation,seed-based,
149,32038154,Sex Effect on Presurgical Language Mapping in Patients With a Brain Tumor,"Yao S, Liebenthal E, Juvekar P, Bunevicius A, Vera M, Rigolo L, Golby AJ, Tie Y.",Front Neurosci. 2020 Jan 24;14:4. doi: 10.3389/fnins.2020.00004. eCollection 2020.,Yao S,Front Neurosci,2020,2020/02/11,PMC6992642,,10.3389/fnins.2020.00004,1,25,22,,,,0,0,,,
150,33281585,Altered Functional Connectivity Differences in Salience Network as a Neuromarker of Suicide Risk in Euthymic Bipolar Disorder Patients,"Sobczak AM, Bohaterewicz B, Marek T, Fafrowicz M, Dudek D, Siwek M, Tereszko A, Krupa A, Bryll A, Chrobak AA.",Front Hum Neurosci. 2020 Nov 13;14:585766. doi: 10.3389/fnhum.2020.585766. eCollection 2020.,Sobczak AM,Front Hum Neurosci,2020,2020/12/07,PMC7705642,,10.3389/fnhum.2020.585766,1,21,20,,,,0,0,,,
151,31089955,Self-regulation of language areas using real-time functional MRI in stroke patients with expressive aphasia,"Sreedharan S, Chandran A, Yanamala VR, Sylaja PN, Kesavadas C, Sitaram R.",Brain Imaging Behav. 2020 Oct;14(5):1714-1730. doi: 10.1007/s11682-019-00106-7.,Sreedharan S,Brain Imaging Behav,2020,2019/05/16,,,10.1007/s11682-019-00106-7,1,4,4,4,,,0,0,,seed-based,
152,32378335,Abnormal dynamic functional connectivity in Alzheimer's disease,"Gu Y, Lin Y, Huang L, Ma J, Zhang J, Xiao Y, Dai Z; Alzheimer's Disease Neuroimaging Initiative.",CNS Neurosci Ther. 2020 Sep;26(9):962-971. doi: 10.1111/cns.13387. Epub 2020 May 6.,Gu Y,CNS Neurosci Ther,2020,2020/05/08,PMC7415210,,10.1111/cns.13387,1,26,26,,,,0,0,,,
153,32920374,Alterations of functional connectivity density in a Chinese family with a mild phenotype associated with a novel inherited variant of SCN8A,"Zhu Q, Jiang S, Luo C, Yang J, Yu L.",Epilepsy Behav. 2020 Nov;112:107379. doi: 10.1016/j.yebeh.2020.107379. Epub 2020 Sep 10.,Zhu Q,Epilepsy Behav,2020,2020/09/13,,,10.1016/j.yebeh.2020.107379,1,72,7,,,,0,0,,,
154,33395957,Brain networks associated with anticipatory postural adjustments in Parkinson's disease patients with freezing of gait,"de Lima-Pardini AC, Coelho DB, Nucci MP, Boffino CC, Batista AX, de Azevedo Neto RM, Silva-Batista C, Barbosa ER, Cohen RG, Horak FB, Teixeira LA, Amaro E Jr.",Neuroimage Clin. 2020;28:102461. doi: 10.1016/j.nicl.2020.102461. Epub 2020 Oct 8.,de Lima-Pardini AC,Neuroimage Clin,2020,2021/01/05,PMC7575874,,10.1016/j.nicl.2020.102461,1,20,18,,,,0,0,,seed-based,
155,32570773,Microstructural Changes in Motor Functional Conversion Disorder: Multimodal Imaging Approach on a Case,"Longarzo M, Cavaliere C, Mele G, Tozza S, Tramontano L, Alfano V, Aiello M, Salvatore M, Grossi D.",Brain Sci. 2020 Jun 18;10(6):385. doi: 10.3390/brainsci10060385.,Longarzo M,Brain Sci,2020,2020/06/24,PMC7348696,,10.3390/brainsci10060385,1,11,1,,,,0,0,,,
156,32606708,Aberrant Executive Control and Auditory Networks in Recent-Onset Schizophrenia,"Joo SW, Yoon W, Jo YT, Kim H, Kim Y, Lee J.",Neuropsychiatr Dis Treat. 2020 Jun 22;16:1561-1570. doi: 10.2147/NDT.S254208. eCollection 2020.,Joo SW,Neuropsychiatr Dis Treat,2020,2020/07/02,PMC7319504,,10.2147/NDT.S254208,1,46,22,,,,0,0,,,
157,32728649,"Protocol for a multicenter randomized, double blind, controlled pilot trial of higher neural function in overactive bladder patients after anticholinergic, beta-3 adrenergic agonist, or placebo","High RA, Danford JM, Shi Z, Karmonik C, Kuehl TJ, Bird ET, Khavari R.",Contemp Clin Trials Commun. 2020 Jul 14;19:100621. doi: 10.1016/j.conctc.2020.100621. eCollection 2020 Sep.,High RA,Contemp Clin Trials Commun,2020,2020/07/31,PMC7381509,,10.1016/j.conctc.2020.100621,0,,,,,,,,,protocol,
158,31603227,Toward a Neural Model of the Openness-Psychoticism Dimension: Functional Connectivity in the Default and Frontoparietal Control Networks,"Blain SD, Grazioplene RG, Ma Y, DeYoung CG.",Schizophr Bull. 2020 Apr 10;46(3):540-551. doi: 10.1093/schbul/sbz103.,Blain SD,Schizophr Bull,2020,2019/10/12,PMC7147581,,10.1093/schbul/sbz103,0,,,,,,,,,within-patient,
159,33329086,Multimodal Computational Modeling of Visual Object Recognition Deficits but Intact Repetition Priming in Schizophrenia,"Sehatpour P, Bassir Nia A, Adair D, Wang Z, DeBaun HM, Silipo G, Martinez A, Javitt DC.",Front Psychiatry. 2020 Nov 23;11:547189. doi: 10.3389/fpsyt.2020.547189. eCollection 2020.,Sehatpour P,Front Psychiatry,2020,2020/12/17,PMC7719812,,10.3389/fpsyt.2020.547189,1,21,19,,,,0,0,,seed-based,
160,32792921,Altruistic Punishment and Impulsivity in Parkinson's Disease: A Social Neuroscience Perspective,"Morese R, Palermo S.",Front Behav Neurosci. 2020 Jul 21;14:102. doi: 10.3389/fnbeh.2020.00102. eCollection 2020.,Morese R,Front Behav Neurosci,2020,2020/08/15,PMC7385270,,10.3389/fnbeh.2020.00102,0,,,,,,,,,perspective,
161,32671578,Proactive Motor Functional Recovery Following Immersive Virtual Reality-Based Limb Mirroring Therapy in Patients with Subacute Stroke,"Mekbib DB, Zhao Z, Wang J, Xu B, Zhang L, Cheng R, Fang S, Shao Y, Yang W, Han J, Jiang H, Zhu J, Ye X, Zhang J, Xu D.",Neurotherapeutics. 2020 Oct;17(4):1919-1930. doi: 10.1007/s13311-020-00882-x.,Mekbib DB,Neurotherapeutics,2020,2020/07/17,PMC7851292,,10.1007/s13311-020-00882-x,1,13,8,,,,0,0,,,
162,32736323,Deficits and compensation: Attentional control cortical networks in schizophrenia,"Arkin SC, Ruiz-Betancourt D, Jamerson EC, Smith RT, Strauss NE, Klim CC, Javitt DC, Patel GH.",Neuroimage Clin. 2020;27:102348. doi: 10.1016/j.nicl.2020.102348. Epub 2020 Jul 20.,Arkin SC,Neuroimage Clin,2020,2020/08/01,PMC7393326,,10.1016/j.nicl.2020.102348,1,35,34,,,,0,0,,seed-based,
163,32919365,Disruption of the structural and functional connectivity of the frontoparietal network underlies symptomatic anxiety in late-life depression,"Li H, Lin X, Liu L, Su S, Zhu X, Zheng Y, Huang W, Que J, Shi L, Bao Y, Lu L, Deng J, Sun X.",Neuroimage Clin. 2020;28:102398. doi: 10.1016/j.nicl.2020.102398. Epub 2020 Aug 28.,Li H,Neuroimage Clin,2020,2020/09/12,PMC7491145,,10.1016/j.nicl.2020.102398,1,50,40,,,,0,0,,seed-based,
164,32153348,Structural and Functional Alterations in the Contralesional Medial Temporal Lobe in Glioma Patients,"Yuan T, Zuo Z, Ying J, Jin L, Kang J, Gui S, Wang R, Li C.",Front Neurosci. 2020 Feb 20;14:10. doi: 10.3389/fnins.2020.00010. eCollection 2020.,Yuan T,Front Neurosci,2020,2020/03/11,PMC7044242,,10.3389/fnins.2020.00010,1,68,40,,,,0,0,,seed-based,
165,33281588,Assessing Fine-Granularity Structural and Functional Connectivity in Children With Attention Deficit Hyperactivity Disorder,"Wang P, Jiang X, Chen H, Zhang S, Li X, Cao Q, Sun L, Liu L, Yang B, Wang Y.",Front Hum Neurosci. 2020 Nov 13;14:594830. doi: 10.3389/fnhum.2020.594830. eCollection 2020.,Wang P,Front Hum Neurosci,2020,2020/12/07,PMC7691597,,10.3389/fnhum.2020.594830,0,,,,,,,,,method,
166,31911344,Disruption of posterior brain functional connectivity and its relation to cognitive impairment in idiopathic REM sleep behavior disorder,"Campabadal A, Abos A, Segura B, Serradell M, Uribe C, Baggio HC, Gaig C, Santamaria J, Compta Y, Bargallo N, Junque C, Iranzo A.",Neuroimage Clin. 2020;25:102138. doi: 10.1016/j.nicl.2019.102138. Epub 2019 Dec 23.,Campabadal A,Neuroimage Clin,2020,2020/01/09,PMC6948254,,10.1016/j.nicl.2019.102138,1,27,20,,,,0,0,,,
167,32243055,Breakdown of the affective-cognitive network in functional dystonia,"Canu E, Agosta F, Tomic A, Sarasso E, Petrovic I, Piramide N, Svetel M, Inuggi A, D Miskovic N, Kostic VS, Filippi M.",Hum Brain Mapp. 2020 Aug 1;41(11):3059-3076. doi: 10.1002/hbm.24997. Epub 2020 Apr 3.,Canu E,Hum Brain Mapp,2020,2020/04/04,PMC7336141,,10.1002/hbm.24997,1,43,40,,,,0,0,,,
168,32793096,"Effect of a High-Intensity Tandem Bicycle Exercise Program on Clinical Severity, Functional Magnetic Resonance Imaging, and Plasma Biomarkers in Parkinson's Disease","Segura C, Eraso M, Bonilla J, Mendivil CO, Santiago G, Useche N, Bernal-Pacheco O, Monsalve G, Sanchez L, Hernández E, Peláez-Jaramillo MJ, Cárdenas-Mojica A.",Front Neurol. 2020 Jul 24;11:656. doi: 10.3389/fneur.2020.00656. eCollection 2020.,Segura C,Front Neurol,2020,2020/08/15,PMC7393207,,10.3389/fneur.2020.00656,1,7,6,,,,0,0,,,
169,32296878,Volumetric and functional connectivity alterations in patients with chronic cervical spondylotic pain,"Yang Q, Xu H, Zhang M, Wang Y, Li D.",Neuroradiology. 2020 Aug;62(8):995-1001. doi: 10.1007/s00234-020-02413-z. Epub 2020 Apr 15.,Yang Q,Neuroradiology,2020,2020/04/17,,,10.1007/s00234-020-02413-z,1,31,30,,,,0,0,,,
170,32174208,Hippocampal functional network: The mediating role between obsession and anxiety in adult patients with obsessive-compulsive disorder,"Li K, Zhang H, Wang B, Yang Y, Zhang M, Li W, Li X, Lv L, Zhao J, Zhang H.",World J Biol Psychiatry. 2020 Nov;21(9):685-695. doi: 10.1080/15622975.2020.1733082. Epub 2020 Mar 16.,Li K,World J Biol Psychiatry,2020,2020/03/17,,,10.1080/15622975.2020.1733082,1,42,42,,,,0,0,,seed-based,
171,33329355,Resting State Functional Connectivity Is Decreased Globally Across the C9orf72 Mutation Spectrum,"Smallwood Shoukry RF, Clark MG, Floeter MK.",Front Neurol. 2020 Nov 19;11:598474. doi: 10.3389/fneur.2020.598474. eCollection 2020.,Smallwood Shoukry RF,Front Neurol,2020,2020/12/17,PMC7710968,,10.3389/fneur.2020.598474,1,26,25,,,,0,0,,,
172,32931055,The functional connectivity study on the brainstem-cortical/subcortical structures in responders following cervical vagus nerve stimulation,"Zhu J, Wang J, Xu C, Zhang X, Qiao L, Wang X, Zhang X, Yan X, Ni D, Yu T, Zhang G, Li Y.",Int J Dev Neurosci. 2020 Dec;80(8):679-686. doi: 10.1002/jdn.10064. Epub 2020 Oct 14.,Zhu J,Int J Dev Neurosci,2020,2020/09/15,,,10.1002/jdn.10064,1,8,8,,,,0,0,,seed-based,
173,32265639,Self-Regulation of SMR Power Led to an Enhancement of Functional Connectivity of Somatomotor Cortices in Fibromyalgia Patients,"Terrasa JL, Barros-Loscertales A, Montoya P, Muñoz MA.",Front Neurosci. 2020 Mar 19;14:236. doi: 10.3389/fnins.2020.00236. eCollection 2020.,Terrasa JL,Front Neurosci,2020,2020/04/09,PMC7103632,,10.3389/fnins.2020.00236,1,9,8,,,,0,0,,seed-based,
174,33022148,Vocal music enhances memory and language recovery after stroke: pooled results from two RCTs,"Sihvonen AJ, Leo V, Ripollés P, Lehtovaara T, Ylönen A, Rajanaro P, Laitinen S, Forsblom A, Saunavaara J, Autti T, Laine M, Rodríguez-Fornells A, Tervaniemi M, Soinila S, Särkämö T.",Ann Clin Transl Neurol. 2020 Nov;7(11):2272-2287. doi: 10.1002/acn3.51217. Epub 2020 Oct 6.,Sihvonen AJ,Ann Clin Transl Neurol,2020,2020/10/06,PMC7664275,,10.1002/acn3.51217,0,,,,,,,,,within-patient,
175,31978489,Weighted average of shared trajectory: A new estimator for dynamic functional connectivity efficiently estimates both rapid and slow changes over time,"Faghiri A, Iraji A, Damaraju E, Belger A, Ford J, Mathalon D, Mcewen S, Mueller B, Pearlson G, Preda A, Turner J, Vaidya JG, Van Erp TGM, Calhoun VD.",J Neurosci Methods. 2020 Jan 21;334:108600. doi: 10.1016/j.jneumeth.2020.108600. Online ahead of print.,Faghiri A,J Neurosci Methods,2020,2020/01/25,PMC7371494,NIHMS1553287,10.1016/j.jneumeth.2020.108600,0,,,,,,,,,method,
176,32848545,MR Imaging of SCA3/MJD,"Wan N, Chen Z, Wan L, Tang B, Jiang H.",Front Neurosci. 2020 Aug 4;14:749. doi: 10.3389/fnins.2020.00749. eCollection 2020.,Wan N,Front Neurosci,2020,2020/08/28,PMC7417615,,10.3389/fnins.2020.00749,0,,,,,,,,,review,
177,32053587,Fractal dimension of cortical functional connectivity networks & severity of disorders of consciousness,"Varley TF, Craig M, Adapa R, Finoia P, Williams G, Allanson J, Pickard J, Menon DK, Stamatakis EA.",PLoS One. 2020 Feb 13;15(2):e0223812. doi: 10.1371/journal.pone.0223812. eCollection 2020.,Varley TF,PLoS One,2020,2020/02/14,PMC7017993,,10.1371/journal.pone.0223812,1,15,10,8,,,0,0,,,
178,32411071,Altered Resting-State Functional Connectivity of Multiple Networks and Disrupted Correlation With Executive Function in Major Depressive Disorder,"Liu Y, Chen Y, Liang X, Li D, Zheng Y, Zhang H, Cui Y, Chen J, Liu J, Qiu S.",Front Neurol. 2020 Apr 28;11:272. doi: 10.3389/fneur.2020.00272. eCollection 2020.,Liu Y,Front Neurol,2020,2020/05/16,PMC7198729,,10.3389/fneur.2020.00272,1,100,100,,,,1,0,limitation,seed-based,
179,32184712,Differential Reorganization of SMA Subregions After Stroke: A Subregional Level Resting-State Functional Connectivity Study,"Liu H, Cai W, Xu L, Li W, Qin W.",Front Hum Neurosci. 2020 Feb 28;13:468. doi: 10.3389/fnhum.2019.00468. eCollection 2019.,Liu H,Front Hum Neurosci,2020,2020/03/19,PMC7059000,,10.3389/fnhum.2019.00468,1,25,22,,,,1,0,"limitation, motivation",,
180,31672663,Pharmacologically informed machine learning approach for identifying pathological states of unconsciousness via resting-state fMRI,"Campbell JM, Huang Z, Zhang J, Wu X, Qin P, Northoff G, Mashour GA, Hudetz AG.",Neuroimage. 2020 Feb 1;206:116316. doi: 10.1016/j.neuroimage.2019.116316. Epub 2019 Oct 29.,Campbell JM,Neuroimage,2020,2019/11/02,PMC6981054,NIHMS1542379,10.1016/j.neuroimage.2019.116316,0,,,,,,,,,predictive,
181,32276238,Changes in functional connectivity with cognitive behavioral therapy for social anxiety disorder predict outcomes at follow-up,"Sandman CF, Young KS, Burklund LJ, Saxbe DE, Lieberman MD, Craske MG.",Behav Res Ther. 2020 Jun;129:103612. doi: 10.1016/j.brat.2020.103612. Epub 2020 Mar 29.,Sandman CF,Behav Res Ther,2020,2020/04/11,PMC7329578,NIHMS1582893,10.1016/j.brat.2020.103612,1,12,11,,,,0,0,,seed-based,
