PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Rater,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,250
35196709,Simultaneous PET/fMRI revealed increased motor area input to subthalamic nucleus in Parkinson's disease,"Zang Z, Song T, Li J, Nie B, Mei S, Zhang C, Wu T, Zhang Y, Lu J.",Cereb Cortex. 2022 Feb 23:bhac059. doi: 10.1093/cercor/bhac059. Online ahead of print.,Zang Z,Cereb Cortex,2022,2022/02/23,,,10.1093/cercor/bhac059,IL,1,34,25,,,,1,0,limitation,,
35800085,Verbal Learning and Longitudinal Hippocampal Network Connectivity in Temporal Lobe Epilepsy Surgery,"Sala-Padro J, Gifreu-Fraixino A, Miró J, Rodriguez-Fornells A, Rico I, Plans G, Santurino M, Falip M, Càmara E.",Front Neurol. 2022 Jun 21;13:854313. doi: 10.3389/fneur.2022.854313. eCollection 2022.,Sala-Padro J,Front Neurol,2022,2022/07/08,PMC9253296,,10.3389/fneur.2022.854313,IL,1,31,18,,,,0,0,,seed-based,
35356193,Disruption of large-scale electrophysiological networks in stroke patients with visuospatial neglect,"Ros T, Michela A, Mayer A, Bellmann A, Vuadens P, Zermatten V, Saj A, Vuilleumier P.",Netw Neurosci. 2022 Feb 1;6(1):69-89. doi: 10.1162/netn_a_00210. eCollection 2022 Feb.,Ros T,Netw Neurosci,2022,2022/03/31,PMC8959119,,10.1162/netn_a_00210,IL,27,15,,,,,1,0,motivation,,
35634207,Regularized Functional Connectivity in Schizophrenia,"Salvador R, Fuentes-Claramonte P, García-León MÁ, Ramiro N, Soler-Vidal J, Torres ML, Salgado-Pineda P, Munuera J, Voineskos A, Pomarol-Clotet E.",Front Hum Neurosci. 2022 May 11;16:878028. doi: 10.3389/fnhum.2022.878028. eCollection 2022.,Salvador R,Front Hum Neurosci,2022,2022/05/31,PMC9132756,,10.3389/fnhum.2022.878028,IL,0,,,,,,,,,ML,
35360283,Effect of Anesthetics on Functional Connectivity of Developing Brain,"Chen X, Zheng X, Cai J, Yang X, Lin Y, Wu M, Deng X, Peng YG.",Front Hum Neurosci. 2022 Mar 11;16:853816. doi: 10.3389/fnhum.2022.853816. eCollection 2022.,Chen X,Front Hum Neurosci,2022,2022/04/01,PMC8963106,,10.3389/fnhum.2022.853816,IL,0,,,,,,,,,review,
35717885,Imbalance between the caudate and putamen connectivity in obsessive-compulsive disorder,"Peng Z, He T, Ren P, Jin L, Yang Q, Xu C, Wen R, Chen J, Wei Z, Verguts T, Chen Q.",Neuroimage Clin. 2022;35:103083. doi: 10.1016/j.nicl.2022.103083. Epub 2022 Jun 14.,Peng Z,Neuroimage Clin,2022,2022/06/19,PMC9213242,,10.1016/j.nicl.2022.103083,IL,1,73,62,53,,,0,0,,seed-based,
35192676,Imaging visuospatial memory in temporal lobe epilepsy-Results of an fMRI study,"Schmidbauer V, Nenning KH, Schwarz M, Foesleitner O, Mayr-Geisl G, Yildirim MS, Pirker S, Moser D, Denk D, Prayer D, Trimmel K, Langs G, Baumgartner C, Pataraia E, Kasprian G, Bonelli S.",PLoS One. 2022 Feb 22;17(2):e0264349. doi: 10.1371/journal.pone.0264349. eCollection 2022.,Schmidbauer V,PLoS One,2022,2022/02/22,PMC8863287,,10.1371/journal.pone.0264349,IL,1,23,9,,,,1,0,"motivation, limitation",seed-based,
35982238,The impact of visual dysfunctions in recent-onset psychosis and clinical high-risk state for psychosis,"Schwarzer JM, Meyhoefer I, Antonucci LA, Kambeitz-Ilankovic L, Surmann M, Bienek O, Romer G, Dannlowski U, Hahn T, Korda A, Dwyer DB, Ruef A, Haas SS, Rosen M, Lichtenstein T, Ruhrmann S, Kambeitz J, Salokangas RKR, Pantelis C, Schultze-Lutter F, Meisenzahl E, Brambilla P, Bertolino A, Borgwardt S, Upthegrove R, Koutsouleris N, Lencer R; PRONIA Consortium.",Neuropsychopharmacology. 2022 Nov;47(12):2051-2060. doi: 10.1038/s41386-022-01385-3. Epub 2022 Aug 18.,Schwarzer JM,Neuropsychopharmacology,2022,2022/08/18,,,10.1038/s41386-022-01385-3,IL,0,,,,,,,,,predictive,
34694992,Low-Rank Tucker-2 Model for Multi-Subject fMRI Data Decomposition With Spatial Sparsity Constraint,"Han Y, Lin QH, Kuang LD, Gong XF, Cong F, Wang YP, Calhoun VD.",IEEE Trans Med Imaging. 2022 Mar;41(3):667-679. doi: 10.1109/TMI.2021.3122226. Epub 2022 Mar 2.,Han Y,IEEE Trans Med Imaging,2022,2021/10/25,PMC9012952,NIHMS1785499,10.1109/TMI.2021.3122226,IL,0,,,,,,,,,method,
35754966,Alteration of Visuospatial System as an Early Marker of Cognitive Decline: A Double-Center Neuroimaging Study,"Berente DB, Zsuffa J, Werber T, Kiss M, Drotos A, Kamondi A, Csukly G, Horvath AA.",Front Aging Neurosci. 2022 Jun 10;14:854368. doi: 10.3389/fnagi.2022.854368. eCollection 2022.,Berente DB,Front Aging Neurosci,2022,2022/06/27,PMC9226394,,10.3389/fnagi.2022.854368,IL,1,46,32,,,,0,0,,seed-based,
35561588,Altered thalamic functional connectivity and cerebral blood flow in insomnia disorder: a resting-state functional magnetic resonance imaging study,"Huang G, Fang Y, Zhang W, Su X, Xie Y, Liang F, Gao Y, Lu Y, Zhao L.",Clin Imaging. 2022 Aug;88:17-23. doi: 10.1016/j.clinimag.2022.04.015. Epub 2022 May 4.,Huang G,Clin Imaging,2022,2022/05/13,,,10.1016/j.clinimag.2022.04.015,IL,1,59,56,,,,1,0,limitation,seed-based,
35782237,Rich-club reorganization of functional brain networks in acute mild traumatic brain injury with cognitive impairment,"Li F, Liu Y, Lu L, Shang S, Chen H, Haidari NA, Wang P, Yin X, Chen YC.",Quant Imaging Med Surg. 2022 Jul;12(7):3932-3946. doi: 10.21037/qims-21-915.,Li F,Quant Imaging Med Surg,2022,2022/07/05,PMC9246720,,10.21037/qims-21-915,IL,1,88,85,,,,0,0,,,
35937891,Reconfiguration of static and dynamic thalamo-cortical network functional connectivity of epileptic children with generalized tonic-clonic seizures,"Li Y, Wang J, Wang X, Chen Q, Qin B, Chen J.",Front Neurosci. 2022 Jul 22;16:953356. doi: 10.3389/fnins.2022.953356. eCollection 2022.,Li Y,Front Neurosci,2022,2022/08/08,PMC9353948,,10.3389/fnins.2022.953356,IL,1,36,24,,,,0,0,,seed-based,
35966466,Aberrant Functional Connectivity of the Orbitofrontal Cortex Is Associated With Excited Symptoms in First-Episode Drug-Naïve Patients With Schizophrenia,"Chen C, Yao J, Lv Y, Zhao X, Zhang X, Lei J, Li Y, Sui Y.",Front Psychiatry. 2022 Jul 28;13:922272. doi: 10.3389/fpsyt.2022.922272. eCollection 2022.,Chen C,Front Psychiatry,2022,2022/08/15,PMC9366470,,10.3389/fpsyt.2022.922272,IL,1,56,26,,,,0,0,,,
35938328,[Effect of acupuncture on brain functional connectivity strength in patients with primary dysmenorrhea],"Chen L, Guo XL, Yu SY, Wei W, Shen ZF, Zhao GL, Wang YN, Li AJ, Yang J.",Zhongguo Zhen Jiu. 2022 Aug 12;42(8):863-70. doi: 10.13703/j.0255-2930.20210826-k0004.,Chen L,Zhongguo Zhen Jiu,2022,2022/08/08,,,10.13703/j.0255-2930.20210826-k0004,EP,0,,,,,,,,,Written in Chinese,
35586480,Abnormal Dynamic Functional Networks in Subjective Cognitive Decline and Alzheimer's Disease,"Wang J, Wang K, Liu T, Wang L, Suo D, Xie Y, Funahashi S, Wu J, Pei G.",Front Comput Neurosci. 2022 May 2;16:885126. doi: 10.3389/fncom.2022.885126. eCollection 2022.,Wang J,Front Comput Neurosci,2022,2022/05/19,PMC9108158,,10.3389/fncom.2022.885126,EP,1,45,36,35,,,0,,,,
35774960,Efforts for the Correct Comprehension of Deceitful and Ironic Communicative Intentions in Schizophrenia: A Functional Magnetic Resonance Imaging Study on the Role of the Left Middle Temporal Gyrus,"Morese R, Brasso C, Stanziano M, Parola A, Valentini MC, Bosco FM, Rocca P.",Front Psychol. 2022 Jun 14;13:866160. doi: 10.3389/fpsyg.2022.866160. eCollection 2022.,Morese R,Front Psychol,2022,2022/07/01,PMC9237627,,10.3389/fpsyg.2022.866160,EP,0,,,,,,,,,Not an FC study,
35469050,CNS imaging characteristics in fibromyalgia patients with and without peripheral nerve involvement,"Aster HC, Evdokimov D, Braun A, Üçeyler N, Kampf T, Pham M, Homola GA, Sommer C.",Sci Rep. 2022 Apr 25;12(1):6707. doi: 10.1038/s41598-022-10489-1.,Aster HC,Sci Rep,2022,2022/04/26,PMC9038916,,10.1038/s41598-022-10489-1,EP,1,43,40,,,,0,,,,
35837228,The Degree Centrality and Functional Connectivity in Patients With Temporal Lobe Epilepsy Presenting as Ictal Panic: A Resting State fMRI Study,"Chang W, Liu J, Nie L, Pang X, Lv Z, Zheng J.",Front Neurol. 2022 Jun 28;13:822253. doi: 10.3389/fneur.2022.822253. eCollection 2022.,Chang W,Front Neurol,2022,2022/07/15,PMC9274169,,10.3389/fneur.2022.822253,EP,1,28,12,30,,,0,,,,
35181675,Altered activity of pain processing brain regions in association with hip osteoarthritis,"Railton P, Delaney AJ, Goodyear BG, Matyas J, Lama S, Sutherland GR, Powell JN.",Sci Rep. 2022 Feb 18;12(1):2791. doi: 10.1038/s41598-022-06499-8.,Railton P,Sci Rep,2022,2022/02/19,PMC8857252,,10.1038/s41598-022-06499-8,EP,1,30,10,,,,0,,,,
35265026,Case Report: Atonic PNES Capture in fMRI,"Hologne E, Hossu G, Fantin L, Braun M, Husson C, Tyvaert L, Hingray C.",Front Neurol. 2022 Feb 21;13:803145. doi: 10.3389/fneur.2022.803145. eCollection 2022.,Hologne E,Front Neurol,2022,2022/03/10,PMC8898830,,10.3389/fneur.2022.803145,EP,0,,,,,,,,,case-study,
35837122,Disruption of Cerebellar-Cerebral Functional Connectivity in Temporal Lobe Epilepsy and the Connection to Language and Cognitive Functions,"Pang L, Fan B, Chen Z, Chen Z, Lv C, Zheng J.",Front Neurosci. 2022 Jun 28;16:871128. doi: 10.3389/fnins.2022.871128. eCollection 2022.,Pang L,Front Neurosci,2022,2022/07/15,PMC9273908,,10.3389/fnins.2022.871128,EP,1,30,30,,,,0,,,,
35842826,Altered bladder-related brain network in multiple sclerosis women with voiding dysfunction,"Shi Z, Karmonik C, Soltes A, Tran K, Lincoln JA, Boone T, Khavari R.",Neurourol Urodyn. 2022 Sep;41(7):1612-1619. doi: 10.1002/nau.25008. Epub 2022 Jul 17.,Shi Z,Neurourol Urodyn,2022,2022/07/17,PMC9399000,NIHMS1821315,10.1002/nau.25008,EP,1,10,9,,,,0,,,,
35720771,Treatment Enhances Betweenness Centrality of Fronto-Parietal Network in Parkinson's Patients,"Liu Q, Shi Z, Wang K, Liu T, Funahashi S, Wu J, Zhang J.",Front Comput Neurosci. 2022 May 26;16:891384. doi: 10.3389/fncom.2022.891384. eCollection 2022.,Liu Q,Front Comput Neurosci,2022,2022/06/20,PMC9204483,,10.3389/fncom.2022.891384,EP,0,,,,,,,,,Within-group design,
35219606,A preliminary investigation of the effects of patellar displacement on brain activation and perceived pain in young females with patellofemoral pain,"Slutsky-Ganesh AB, Diekfuss JA, Grooms DR, Simon JE, Anand M, Lamplot JD, Jayanthi N, Wong PK, Lyle MA, Myer GD.",J Sci Med Sport. 2022 May;25(5):385-390. doi: 10.1016/j.jsams.2022.01.006. Epub 2022 Jan 31.,Slutsky-Ganesh AB,J Sci Med Sport,2022,2022/02/27,,,10.1016/j.jsams.2022.01.006,IL,0,,,,,,,,,Within-group design,
36054283,Altered Medial Prefrontal Connectivity in Parkinson's Disease Patients with Somatic Symptoms,"Delli Pizzi S, Franciotti R, Chiacchiaretta P, Ferretti A, Edden RA, Sestieri C, Russo M, Sensi SL, Onofrj M.",Mov Disord. 2022 Aug 22. doi: 10.1002/mds.29187. Online ahead of print.,Delli Pizzi S,Mov Disord,2022,2022/09/02,,,10.1002/mds.29187,IL,1,18,18,17,13,,0,0,,seed-based,
35599729,Altered Pain in the Brainstem and Spinal Cord of Fibromyalgia Patients During the Anticipation and Experience of Experimental Pain,"Ioachim G, Warren HJM, Powers JM, Staud R, Pukall CF, Stroman PW.",Front Neurol. 2022 May 6;13:862976. doi: 10.3389/fneur.2022.862976. eCollection 2022.,Ioachim G,Front Neurol,2022,2022/05/23,PMC9120571,,10.3389/fneur.2022.862976,IL,1,15,15,,,,0,0,,seed-based,
35237895,The altered multiscale dynamics of spontaneous brain activity in depression with Parkinson's disease,"Liu Z, Su D, Ma L, Chen H, Fang J, Ma H, Zhou J, Feng T.",Neurol Sci. 2022 Jul;43(7):4211-4219. doi: 10.1007/s10072-022-05974-4. Epub 2022 Mar 2.,Liu Z,Neurol Sci,2022,2022/03/03,PMC9213374,,10.1007/s10072-022-05974-4,IL,1,19,10,,,,1,0,limitation,,
36101797,Abnormalities of the Default Mode Network Functional Connectivity in Patients with Insomnia Disorder,"Xia G, Hu Y, Chai F, Wang Y, Liu X.",Contrast Media Mol Imaging. 2022 Aug 27;2022:9197858. doi: 10.1155/2022/9197858. eCollection 2022.,Xia G,Contrast Media Mol Imaging,2022,2022/09/14,PMC9440808,,10.1155/2022/9197858,IL,1,67,67,,,,0,0,,seed-based,
36072897,Altered Functional Connectivity in Pain-Related Brain Regions and Its Correlation with Pain Duration in Bone Metastasis with Cancer Pain,"Zhou X, Tan Y, Chen J, Wang C, Tang Y, Liu J, Lan X, Yu H, Lai Y, Hu Y, Zhang J, Cao Y, Liu D, Zhang J.",Dis Markers. 2022 Aug 28;2022:3044186. doi: 10.1155/2022/3044186. eCollection 2022.,Zhou X,Dis Markers,2022,2022/09/08,PMC9441405,,10.1155/2022/3044186,IL,1,27,27,27,,,0,0,,seed-based,
35865749,Abnormalities in the Fractional Amplitude of Low-Frequency Fluctuation and Functional Connectivity in Parkinson's Disease With Excessive Daytime Sleepiness,"Zi Y, Cai S, Tan C, Wang T, Shen Q, Liu Q, Wang M, Li J, Zhang L, Zhou F, Song C, Yuan J, Liu Y, Liu J, Liao H.",Front Aging Neurosci. 2022 Jul 5;14:826175. doi: 10.3389/fnagi.2022.826175. eCollection 2022.,Zi Y,Front Aging Neurosci,2022,2022/07/22,PMC9294344,,10.3389/fnagi.2022.826175,IL,1,22,21,,,,0,0,,,
35309550,Brain Functional Topology Alteration in Right Lateral Occipital Cortex Is Associated With Upper Extremity Motor Recovery,"Huang Q, Lin D, Huang S, Cao Y, Jin Y, Wu B, Fan L, Tu W, Huang L, Jiang S.",Front Neurol. 2022 Mar 3;13:780966. doi: 10.3389/fneur.2022.780966. eCollection 2022.,Huang Q,Front Neurol,2022,2022/03/21,PMC8927543,,10.3389/fneur.2022.780966,IL,1,57,32,,,,0,0,,,
35356196,Functional connectivity-based prediction of global cognition and motor function in riluzole-naive amyotrophic lateral sclerosis patients,"Wei L, Baeken C, Liu D, Zhang J, Wu GR.",Netw Neurosci. 2022 Feb 1;6(1):161-174. doi: 10.1162/netn_a_00217. eCollection 2022 Feb.,Wei L,Netw Neurosci,2022,2022/03/31,PMC8959121,,10.1162/netn_a_00217,IL,0,,,,,,,,,within-patient,
35496068,Effects of Sub-threshold Transcutaneous Auricular Vagus Nerve Stimulation on Cingulate Cortex and Insula Resting-state Functional Connectivity,"Mao Y, Chen C, Falahpour M, MacNiven KH, Heit G, Sharma V, Alataris K, Liu TT.",Front Hum Neurosci. 2022 Apr 14;16:862443. doi: 10.3389/fnhum.2022.862443. eCollection 2022.,Mao Y,Front Hum Neurosci,2022,2022/05/02,PMC9048677,,10.3389/fnhum.2022.862443,IL,1,11,10,,,,0,0,,seed-based,
35420350,Associations between resting-state functional connectivity changes and prolonged benefits of writing training in Parkinson's disease,"De Vleeschhauwer J, Nackaerts E, D'Cruz N, Vandendoorent B, Micca L, Vandenberghe W, Nieuwboer A.",J Neurol. 2022 Sep;269(9):4696-4707. doi: 10.1007/s00415-022-11098-8. Epub 2022 Apr 14.,De Vleeschhauwer J,J Neurol,2022,2022/04/14,,,10.1007/s00415-022-11098-8,IL,0,,,,,,,,,within-patient,
35911899,Effects of the Prolong Life With Nine Turn Method (Yan Nian Jiu Zhuan) Qigong on Brain Functional Changes in Patients With Chronic Fatigue Syndrome in Terms of Fatigue and Quality of Life,"Xie F, Guan C, Gu Y, You Y, Yao F.",Front Neurol. 2022 Jul 13;13:866424. doi: 10.3389/fneur.2022.866424. eCollection 2022.,Xie F,Front Neurol,2022,2022/08/01,PMC9326262,,10.3389/fneur.2022.866424,IL,1,15,15,,,,0,0,,seed-based,
35743669,Impaired Interhemispheric Synchrony in Parkinson's Disease with Fatigue,"Yuan YS, Ji M, Gan CT, Sun HM, Wang LN, Zhang KZ.",J Pers Med. 2022 May 27;12(6):884. doi: 10.3390/jpm12060884.,Yuan YS,J Pers Med,2022,2022/06/24,PMC9225138,,10.3390/jpm12060884,IL,1,16,16,15,,,0,0,,,
35661469,Edge-centric analysis of stroke patients: An alternative approach for biomarkers of lesion recovery,"Idesis S, Faskowitz J, Betzel RF, Corbetta M, Sporns O, Deco G.",Neuroimage Clin. 2022;35:103055. doi: 10.1016/j.nicl.2022.103055. Epub 2022 May 23.,Idesis S,Neuroimage Clin,2022,2022/06/06,PMC9163596,,10.1016/j.nicl.2022.103055,IL,1,96,27,,,,0,0,,,
36162641,Dynamic functional connectivity changes of resting-state brain network in attention-deficit/hyperactivity disorder,"Zhu Z, Wang H, Bi H, Lv J, Zhang X, Wang S, Zou L.",Behav Brain Res. 2022 Sep 23;437:114121. doi: 10.1016/j.bbr.2022.114121. Online ahead of print.,Zhu Z,Behav Brain Res,2022,2022/09/26,,,10.1016/j.bbr.2022.114121,IL,1,27,25,,,,0,0,,dynamic FC,
35280267,Altered Spontaneous Brain Activity and Network Property in Patients With Congenital Monocular Blindness,"Ding J, Qu X, Cui J, Dong J, Guo J, Xian J, Li D.",Front Neurol. 2022 Feb 24;13:789655. doi: 10.3389/fneur.2022.789655. eCollection 2022.,Ding J,Front Neurol,2022,2022/03/14,PMC8907119,,10.3389/fneur.2022.789655,IL,1,16,16,,,,0,0,,,
35221988,A Spatiotemporal Brain Network Analysis of Alzheimer's Disease Based on Persistent Homology,"Xing J, Jia J, Wu X, Kuang L.",Front Aging Neurosci. 2022 Feb 9;14:788571. doi: 10.3389/fnagi.2022.788571. eCollection 2022.,Xing J,Front Aging Neurosci,2022,2022/02/28,PMC8864674,,10.3389/fnagi.2022.788571,IL,37,31,,,,,1,0,motivation,dynamic FC,
34432059,Altered cerebrocerebellar functional connectivity in patients with obstructive sleep apnea and its association with cognitive function,"Park HR, Cha J, Joo EY, Kim H.",Sleep. 2022 Jan 11;45(1):zsab209. doi: 10.1093/sleep/zsab209.,Park HR,Sleep,2022,2021/08/25,PMC8754484,,10.1093/sleep/zsab209,IL,1,74,33,,,,0,0,,,
35723510,Evaluating denoising strategies in resting-state functional magnetic resonance in traumatic brain injury (EpiBioS4Rx),"Weiler M, Casseb RF, de Campos BM, Crone JS, Lutkenhoff ES, Vespa PM, Monti MM; EpiBioS4Rx Study Group.",Hum Brain Mapp. 2022 Oct 15;43(15):4640-4649. doi: 10.1002/hbm.25979. Epub 2022 Jun 20.,Weiler M,Hum Brain Mapp,2022,2022/06/20,PMC9491287,,10.1002/hbm.25979,IL,0,,,,,,,,,method,
34992237,Divergent time-varying connectivity of thalamic sub-regions characterizes clinical phenotypes and cognitive status in multiple sclerosis,"Carotenuto A, Valsasina P, Hidalgo de la Cruz M, Cacciaguerra L, Preziosa P, Marchesi O, Filippi M, Rocca MA.",Mol Psychiatry. 2022 Mar;27(3):1765-1773. doi: 10.1038/s41380-021-01401-w. Epub 2022 Jan 7.,Carotenuto A,Mol Psychiatry,2022,2022/01/07,,,10.1038/s41380-021-01401-w,IL,1,89,53,,,,0,0,,,
35978951,Disrupted intra- and inter-network connectivity in unilateral acute tinnitus with hearing loss,"Zhou GP, Li WW, Chen YC, Wei HL, Yu YS, Guo X, Yin X, Tao YJ, Zhang H.",Front Aging Neurosci. 2022 Aug 1;14:833437. doi: 10.3389/fnagi.2022.833437. eCollection 2022.,Zhou GP,Front Aging Neurosci,2022,2022/08/18,PMC9376359,,10.3389/fnagi.2022.833437,IL,1,74,74,,,,0,0,,,
35350559,Effect of Impaired Stereoscopic Vision on Large-Scale Resting-State Functional Network Connectivity in Comitant Exotropia Patients,"Jin H, Chen RB, Zhong YL, Lai PH, Huang X.",Front Neurosci. 2022 Mar 8;16:833937. doi: 10.3389/fnins.2022.833937. eCollection 2022.,Jin H,Front Neurosci,2022,2022/03/30,PMC8957945,,10.3389/fnins.2022.833937,IL,1,28,27,,,,0,0,,,
35987110,Altered functional connectivity associated with cognitive impairment in neuromyelitis optica spectrum disorder,"Yang Y, Rui Q, Wu X, Chen X, Han S, Yang Y, Wang X, Wu P, Dai H, Xue Q, Li Y.",Mult Scler Relat Disord. 2022 Aug 13;68:104113. doi: 10.1016/j.msard.2022.104113. Online ahead of print.,Yang Y,Mult Scler Relat Disord,2022,2022/08/20,,,10.1016/j.msard.2022.104113,IL,1,18,34,,,,0,0,,,
35901709,Arousal and salience network connectivity alterations in surgical temporal lobe epilepsy,"González HFJ, Narasimhan S, Goodale SE, Johnson GW, Doss DJ, Paulo DL, Morgan VL, Chang C, Englot DJ.",J Neurosurg. 2022 Jul 8:1-11. doi: 10.3171/2022.5.JNS22837. Online ahead of print.,González HFJ,J Neurosurg,2022,2022/07/28,,,10.3171/2022.5.JNS22837,IL,1,50,50,,,,0,0,,seed-based,
35202187,What Can Resting-State fMRI Data Analysis Explain about the Functional Brain Connectivity in Glioma Patients?,"Sighinolfi G, Mitolo M, Testa C, Martinoni M, Evangelisti S, Rochat MJ, Zoli M, Mazzatenta D, Lodi R, Tonon C.",Tomography. 2022 Jan 27;8(1):267-280. doi: 10.3390/tomography8010021.,Sighinolfi G,Tomography,2022,2022/02/24,PMC8878995,,10.3390/tomography8010021,IL,0,,,,,,,,,review,
36016543,Modulation of cortical resting state functional connectivity during a visuospatial attention task in Parkinson's disease,"Veréb D, Kovács MA, Antal S, Kocsis K, Szabó N, Kincses B, Bozsik B, Faragó P, Tóth E, Király A, Klivényi P, Zádori D, Kincses ZT.",Front Neurol. 2022 Aug 9;13:927481. doi: 10.3389/fneur.2022.927481. eCollection 2022.,Veréb D,Front Neurol,2022,2022/08/26,PMC9396258,,10.3389/fneur.2022.927481,IL,1,16,15,,,,0,0,,seed-based,
35624941,Can Disruption of Basal Ganglia-Thalamocortical Circuit in Wilson Disease Be Associated with Juvenile Myoclonic Epilepsy Phenotype?,"Rossi J, Cavallieri F, Giovannini G, Benuzzi F, Ballotta D, Vaudano AE, Ferrara F, Contardi S, Pietrangelo A, Corradini E, Lui F, Meletti S.",Brain Sci. 2022 Apr 26;12(5):553. doi: 10.3390/brainsci12050553.,Rossi J,Brain Sci,2022,2022/05/28,PMC9138607,,10.3390/brainsci12050553,IL,0,,,,,,,,,case-study,
35572148,Effects of the Intermittent Theta Burst Stimulation of the Cerebellar Vermis on Balance Recovery After Stroke: A Study Protocol for a Randomized Controlled Trial,"Wang L, Huang G, Zhang L, Yang J, Ren C, Liang C, Shen Y, Su B.",Front Aging Neurosci. 2022 Apr 29;14:881311. doi: 10.3389/fnagi.2022.881311. eCollection 2022.,Wang L,Front Aging Neurosci,2022,2022/05/16,PMC9099377,,10.3389/fnagi.2022.881311,IL,0,,,,,,,,,protocol,
35663295,Altered thalamic subregion functional networks in patients with treatment-resistant schizophrenia,"Kim WS, Shen J, Tsogt U, Odkhuu S, Chung YC.",World J Psychiatry. 2022 May 19;12(5):693-707. doi: 10.5498/wjp.v12.i5.693. eCollection 2022 May 19.,Kim WS,World J Psychiatry,2022,2022/06/06,PMC9150031,,10.5498/wjp.v12.i5.693,IL,1,61,50,,,,0,0,,seed-based,
35035609,Brain Functional Network Analysis of Patients with Primary Angle-Closure Glaucoma,"Liu D, Gao J, You T, Li S, Cai F, Pei C, Zeng X.",Dis Markers. 2022 Jan 6;2022:2731007. doi: 10.1155/2022/2731007. eCollection 2022.,Liu D,Dis Markers,2022,2022/01/17,PMC8758296,,10.1155/2022/2731007,IL,1,33,33,,,,0,0,,,
36164959,An fMRI examination of the neural basis of suicide attempts: The role of mentalizing in the context of mood,"Malhi GS, Das P, Outhred T, Bryant RA, Calhoun VD.",Bipolar Disord. 2022 Sep 27. doi: 10.1111/bdi.13261. Online ahead of print.,Malhi GS,Bipolar Disord,2022,2022/09/27,,,10.1111/bdi.13261,IL,1,66,50,25,,,0,0,,,
35838849,Functional brain changes in Parkinson's disease: a whole brain ALE study,"Gu L, Shu H, Xu H, Wang Y.",Neurol Sci. 2022 Oct;43(10):5909-5916. doi: 10.1007/s10072-022-06272-9. Epub 2022 Jul 15.,Gu L,Neurol Sci,2022,2022/07/15,,,10.1007/s10072-022-06272-9,IL,0,,,,,,,,,review,
35738202,Altered dynamic functional network connectivity within default mode network of epileptic children with generalized tonic-clonic seizures,"Li Y, Qin B, Chen Q, Chen J.",Epilepsy Res. 2022 Aug;184:106969. doi: 10.1016/j.eplepsyres.2022.106969. Epub 2022 Jun 18.,Li Y,Epilepsy Res,2022,2022/06/23,,,10.1016/j.eplepsyres.2022.106969,IL,1,29,22,,,,0,0,,seed-based,
35665464,The distinct disrupted plasticity in structural and functional network in mild stroke with basal ganglia region infarcts,"Zhu H, Zuo L, Zhu W, Jing J, Zhang Z, Ding L, Wang F, Cheng J, Wu Z, Wang Y, Liu T, Li Z.",Brain Imaging Behav. 2022 Jun 4. doi: 10.1007/s11682-022-00689-8. Online ahead of print.,Zhu H,Brain Imaging Behav,2022,2022/06/06,,,10.1007/s11682-022-00689-8,IL,1,29,23,17,,,1,0,motivation,,
35845459,Effectiveness and functional magnetic resonance imaging outcomes of Tuina therapy in patients with post-stroke depression: A randomized controlled trial,"Tao J, Zhang S, Kong L, Zhu Q, Yao C, Guo Q, Wu J, Shan C, Fang M.",Front Psychiatry. 2022 Jun 30;13:923721. doi: 10.3389/fpsyt.2022.923721. eCollection 2022.,Tao J,Front Psychiatry,2022,2022/07/18,PMC9281445,,10.3389/fpsyt.2022.923721,IL,1,78,38,,,,1,1,motivation,,
36064380,Alterations of functional connectivity of the lateral habenula in subclinical depression and major depressive disorder,"Yang L, Jin C, Qi S, Teng Y, Li C, Yao Y, Ruan X, Wei X.",BMC Psychiatry. 2022 Sep 5;22(1):588. doi: 10.1186/s12888-022-04221-6.,Yang L,BMC Psychiatry,2022,2022/09/05,PMC9442927,,10.1186/s12888-022-04221-6,IL,1,40,40,34,,,0,0,,seed-based,
35734477,Sensorimotor Responses in Post-Stroke Hemiplegic Patients Modulated by Acupuncture at Yanglingquan (GB34): A fMRI Study Using Intersubject Functional Correlation (ISFC) Analysis,"Wang Y, Wang L, Wang Y, Lu M, Xu L, Liu R, Wei J, Wan J, Zhang H, Zou Y.",Front Neurol. 2022 Jun 6;13:900520. doi: 10.3389/fneur.2022.900520. eCollection 2022.,Wang Y,Front Neurol,2022,2022/06/23,PMC9208550,,10.3389/fneur.2022.900520,IL,1,63,42,,,,0,0,,,
35272096,High-Risk Drinkers Engage Distinct Stress-Predictive Brain Networks,"Goldfarb EV, Scheinost D, Fogelman N, Seo D, Sinha R.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2022 Aug;7(8):805-813. doi: 10.1016/j.bpsc.2022.02.010. Epub 2022 Mar 7.,Goldfarb EV,Biol Psychiatry Cogn Neurosci Neuroimaging,2022,2022/03/10,PMC9378362,NIHMS1786981,10.1016/j.bpsc.2022.02.010,IL,1,53,51,,,,0,0,,,
