PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS
34409569,"Cognitive Training in Parkinson's Disease Induces Local, Not Global, Changes in White Matter Microstructure","Vriend C, van Balkom TD, Berendse HW, van der Werf YD, van den Heuvel OA.",Neurotherapeutics. 2021 Oct;18(4):2518-2528. doi: 10.1007/s13311-021-01103-9. Epub 2021 Aug 18.,Vriend C,Neurotherapeutics,2021,2021/08/19,PMC8804148,,10.1007/s13311-021-01103-9,0,,,,,,,,,within subject pre-post design
34124859,Cortical connectivity in the face of congenital structural changes-A case of homozygous LAMC3 mutation,"Demirayak P, Karli Oguz K, Ustun FS, Urgen BM, Topac Y, Gilani I, Kansu T, Saygi S, Ozcelik T, Boyaci H, Doerschner K.",Brain Behav. 2021 Aug;11(8):e2241. doi: 10.1002/brb3.2241. Epub 2021 Jun 14.,Demirayak P,Brain Behav,2021,2021/06/14,PMC8413815,,10.1002/brb3.2241,0,,,,,,,,,single case study
34489535,Loss of consciousness reduces the stability of brain hubs and the heterogeneity of brain dynamics,"López-González A, Panda R, Ponce-Alvarez A, Zamora-López G, Escrichs A, Martial C, Thibaut A, Gosseries O, Kringelbach ML, Annen J, Laureys S, Deco G.",Commun Biol. 2021 Sep 6;4(1):1037. doi: 10.1038/s42003-021-02537-9.,López-González A,Commun Biol,2021,2021/09/07,PMC8421429,,10.1038/s42003-021-02537-9,1,48,35,33,15,,0,0,,
34340655,The disrupted topological properties of structural networks showed recovery in ischemic stroke patients: a longitudinal design study,"Li Y, Yu Z, Wu P, Chen J.",BMC Neurosci. 2021 Aug 2;22(1):47. doi: 10.1186/s12868-021-00652-1.,Li Y,BMC Neurosci,2021,2021/08/03,PMC8330082,,10.1186/s12868-021-00652-1,0,,,,,,,,,within subject pre-post design
34004501,Data augmentation using generative adversarial neural networks on brain structural connectivity in multiple sclerosis,"Barile B, Marzullo A, Stamile C, Durand-Dubief F, Sappey-Marinier D.",Comput Methods Programs Biomed. 2021 Jul;206:106113. doi: 10.1016/j.cmpb.2021.106113. Epub 2021 Apr 24.,Barile B,Comput Methods Programs Biomed,2021,2021/05/18,,,10.1016/j.cmpb.2021.106113,0,,,,,,,,,data augmentation
32342260,The dissociative subtype of posttraumatic stress disorder is associated with subcortical white matter network alterations,"Sierk A, Manthey A, Brakemeier EL, Walter H, Daniels JK.",Brain Imaging Behav. 2021 Apr;15(2):643-655. doi: 10.1007/s11682-020-00274-x.,Sierk A,Brain Imaging Behav,2021,2020/04/29,PMC8032639,,10.1007/s11682-020-00274-x,0,,,,,,,,,between disorder comparison
34539355,Patient-Specific Network Connectivity Combined With a Next Generation Neural Mass Model to Test Clinical Hypothesis of Seizure Propagation,"Gerster M, Taher H, Škoch A, Hlinka J, Guye M, Bartolomei F, Jirsa V, Zakharova A, Olmi S.",Front Syst Neurosci. 2021 Sep 1;15:675272. doi: 10.3389/fnsys.2021.675272. eCollection 2021.,Gerster M,Front Syst Neurosci,2021,2021/09/20,PMC8440880,,10.3389/fnsys.2021.675272,1,15,20,,,,0,0,,
34079509,Case Report: An MRI Traumatic Brain Injury Longitudinal Case Study at 7 Tesla: Pre- and Post-injury Structural Network and Volumetric Reorganization and Recovery,"Brown SSG, Dams-O'Connor K, Watson E, Balchandani P, Feldman RE.",Front Neurol. 2021 May 17;12:631330. doi: 10.3389/fneur.2021.631330. eCollection 2021.,Brown SSG,Front Neurol,2021,2021/06/03,PMC8165156,,10.3389/fneur.2021.631330,0,,,,,,,,,single case study
34210167,Microstructure-Weighted Connectomics in Multiple Sclerosis,"Bosticardo S, Schiavi S, Schaedelin S, Lu PJ, Barakovic M, Weigel M, Kappos L, Kuhle J, Daducci A, Granziera C.",Brain Connect. 2022 Feb;12(1):6-17. doi: 10.1089/brain.2021.0047. Epub 2021 Sep 8.,Bosticardo S,Brain Connect,2022,2021/07/02,PMC8867108,,10.1089/brain.2021.0047,1,66,64,,,,0,0,,
34342681,Structural and functional brain connectivity in moderate-late preterm infants with low-grade intraventricular hemorrhage,"Argyropoulou MI, Xydis VG, Drougia A, Giantsouli AS, Giapros V, Astrakas LG.",Neuroradiology. 2022 Jan;64(1):197-204. doi: 10.1007/s00234-021-02770-3. Epub 2021 Aug 3.,Argyropoulou MI,Neuroradiology,2022,2021/08/03,,,10.1007/s00234-021-02770-3,1,10,10,,,,0,0,,neonatal
33221443,Towards linking diffusion MRI based macro- and microstructure measures with cortico-cortical transmission in brain tumor patients,"Filipiak P, Almairac F, Papadopoulo T, Fontaine D, Mondot L, Chanalet S, Deriche R, Clerc M, Wassermann D.",Neuroimage. 2021 Feb 1;226:117567. doi: 10.1016/j.neuroimage.2020.117567. Epub 2020 Nov 20.,Filipiak P,Neuroimage,2021,2020/11/22,,,10.1016/j.neuroimage.2020.117567,0,,,,,,,,,iEEG
34459405,Targeting Default Mode Network Dysfunction in Persons at Risk of Alzheimer's Disease with Transcranial Magnetic Stimulation (NEST4AD): Rationale and Study Design,"Pievani M, Mega A, Quattrini G, Guidali G, Ferrari C, Cattaneo A, D'Aprile I, Mascaro L, Gasparotti R, Corbo D, Brignani D, Bortoletto M.",J Alzheimers Dis. 2021;83(4):1877-1889. doi: 10.3233/JAD-210659.,Pievani M,J Alzheimers Dis,2021,2021/08/30,,,10.3233/JAD-210659,0,,,,,,,,, test the effect of rTMS
34355686,The Translational Potential of Non-coding RNAs and Multimodal MRI Data Sets as Diagnostic and Differential Diagnostic Biomarkers for Mood Disorders,"Todeva-Radneva A, Aryutova K, Kandilarova S, Paunova R, Stoyanov D.",Curr Top Med Chem. 2021;21(11):949-963. doi: 10.2174/1568026621666210521144534.,Todeva-Radneva A,Curr Top Med Chem,2021,2021/08/06,,,10.2174/1568026621666210521144534,0,,,,,,,,,review
34826179,Connectivity-based parcellation of normal and anatomically distorted human cerebral cortex,"Doyen S, Nicholas P, Poologaindran A, Crawford L, Young IM, Romero-Garcia R, Sughrue ME.",Hum Brain Mapp. 2022 Mar;43(4):1358-1369. doi: 10.1002/hbm.25728. Epub 2021 Nov 26.,Doyen S,Hum Brain Mapp,2022,2021/11/26,PMC8837585,,10.1002/hbm.25728,0,,,,,,,,,ML study
33511424,Cuneus/precuneus as a central hub for brain functional connectivity of mild cognitive impairment in idiopathic REM sleep behavior patients,"Mattioli P, Pardini M, Famà F, Girtler N, Brugnolo A, Orso B, Meli R, Filippi L, Grisanti S, Massa F, Bauckneht M, Miceli A, Terzaghi M, Morbelli S, Nobili F, Arnaldi D.",Eur J Nucl Med Mol Imaging. 2021 Aug;48(9):2834-2845. doi: 10.1007/s00259-021-05205-6. Epub 2021 Jan 28.,Mattioli P,Eur J Nucl Med Mol Imaging,2021,2021/01/29,,,10.1007/s00259-021-05205-6,0,,,,,,,,,PET
34775265,Network of autoscopic hallucinations elicited by intracerebral stimulations of periventricular nodular heterotopia: An SEEG study,"Bratu FI, Oane I, Barborica A, Donos C, Pistol C, Daneasa A, Lentoiu C, Mindruta I.",Cortex. 2021 Dec;145:285-294. doi: 10.1016/j.cortex.2021.08.018. Epub 2021 Oct 14.,Bratu FI,Cortex,2021,2021/11/14,,,10.1016/j.cortex.2021.08.018,0,,,,,,,,,intracerebral stimulation
34234298,Hematopoietic stem cell transplantation reverses white matter injury measured by diffusion-tensor imaging (DTI) in sickle cell disease patients,"Costa TCM, Chiari-Correia R, Salmon CEG, Darrigo-Junior LG, Grecco CES, Pieroni F, Faria JTB, Stracieri ABPL, Dias JBE, de Moraes DA, Oliveira MC, Guerino-Cunha R, Santos AC, Simões BP.",Bone Marrow Transplant. 2021 Nov;56(11):2705-2713. doi: 10.1038/s41409-021-01365-z. Epub 2021 Jul 7.,Costa TCM,Bone Marrow Transplant,2021,2021/07/08,,,10.1038/s41409-021-01365-z,0,,,,,,,,,RCT
34677627,Mapping covariance in brain FDG uptake to structural connectivity,"Yakushev I, Ripp I, Wang M, Savio A, Schutte M, Lizarraga A, Bogdanovic B, Diehl-Schmid J, Hedderich DM, Grimmer T, Shi K.",Eur J Nucl Med Mol Imaging. 2022 Mar;49(4):1288-1297. doi: 10.1007/s00259-021-05590-y. Epub 2021 Oct 22.,Yakushev I,Eur J Nucl Med Mol Imaging,2022,2021/10/22,PMC8921091,,10.1007/s00259-021-05590-y,0,,,,,,,,,comparing modalities not groups
33239524,Brain imaging signature of neuropathic pain phenotypes in small-fiber neuropathy: altered thalamic connectome and its associations with skin nerve degeneration,"Chao CC, Tseng MT, Lin YH, Hsieh PC, Lin CJ, Huang SL, Hsieh ST, Chiang MC.",Pain. 2021 May 1;162(5):1387-1399. doi: 10.1097/j.pain.0000000000002155.,Chao CC,Pain,2021,2020/11/26,,,10.1097/j.pain.0000000000002155,1,41,30,,,,0,0,,
35280342,Multimodal Brain Connectomics-Based Prediction of Parkinson's Disease Using Graph Attention Networks,"Safai A, Vakharia N, Prasad S, Saini J, Shah A, Lenka A, Pal PK, Ingalhalikar M.",Front Neurosci. 2022 Feb 23;15:741489. doi: 10.3389/fnins.2021.741489. eCollection 2021.,Safai A,Front Neurosci,2022,2022/03/14,PMC8904413,,10.3389/fnins.2021.741489,0,,,,,,,,,ML
34942516,Brain network modulation in Alzheimer's and frontotemporal dementia with transcranial electrical stimulation,"Pini L, Pizzini FB, Boscolo-Galazzo I, Ferrari C, Galluzzi S, Cotelli M, Gobbi E, Cattaneo A, Cotelli MS, Geroldi C, Zanetti O, Corbetta M, van den Heuvel M, Frisoni GB, Manenti R, Pievani M.",Neurobiol Aging. 2022 Mar;111:24-34. doi: 10.1016/j.neurobiolaging.2021.11.005. Epub 2021 Nov 20.,Pini L,Neurobiol Aging,2022,2021/12/23,,,10.1016/j.neurobiolaging.2021.11.005,0,,,,,,,,,TMS
34979362,Tremor associated with similar structural networks in Parkinson's disease and essential tremor,"Filip P, Burdová K, Valenta Z, Jech R, Kokošová V, Baláž M, Mangia S, Michaeli S, Bareš M, Vojtíšek L.",Parkinsonism Relat Disord. 2022 Feb;95:28-34. doi: 10.1016/j.parkreldis.2021.12.014. Epub 2021 Dec 23.,Filip P,Parkinsonism Relat Disord,2022,2022/01/03,,,10.1016/j.parkreldis.2021.12.014,1,42,45,17,,,0,0,,
34633514,Structure can predict function in the human brain: a graph neural network deep learning model of functional connectivity and centrality based on structural connectivity,"Neudorf J, Kress S, Borowsky R.",Brain Struct Funct. 2022 Jan;227(1):331-343. doi: 10.1007/s00429-021-02403-8. Epub 2021 Oct 11.,Neudorf J,Brain Struct Funct,2022,2021/10/11,PMC8741721,,10.1007/s00429-021-02403-8,0,,,,,,,,,ML
34423296,Dopaminergic restoration of prefrontal cortico-putaminal network in gene therapy for aromatic l-amino acid decarboxylase deficiency,"Onuki Y, Ono S, Nakajima T, Kojima K, Taga N, Ikeda T, Kuwajima M, Kurokawa Y, Kato M, Kawai K, Osaka H, Sato T, Muramatsu SI, Yamagata T.",Brain Commun. 2021 Apr 15;3(3):fcab078. doi: 10.1093/braincomms/fcab078. eCollection 2021.,Onuki Y,Brain Commun,2021,2021/08/23,PMC8374966,,10.1093/braincomms/fcab078,0,,,,,,,,,within-subjects
33989747,Altered White Matter Connectivity in Young Acutely Underweight Patients With Anorexia Nervosa,"Geisler D, King JA, Bahnsen K, Bernardoni F, Doose A, Müller DK, Marxen M, Roessner V, van den Heuvel M, Ehrlich S.",J Am Acad Child Adolesc Psychiatry. 2022 Feb;61(2):331-340. doi: 10.1016/j.jaac.2021.04.019. Epub 2021 May 11.,Geisler D,J Am Acad Child Adolesc Psychiatry,2022,2021/05/14,,,10.1016/j.jaac.2021.04.019,1,96,96,,,,1,0,interpretation,
33161475,Axono-cortical evoked potentials as a new method of IONM for preserving the motor control network: a first study in three cases,"Wasserman D, Valero-Cabré A, Dali M, Stengel C, Boyer A, Rheault F, Bonnetblanc F, Mandonnet E.",Acta Neurochir (Wien). 2021 Apr;163(4):919-935. doi: 10.1007/s00701-020-04636-8. Epub 2020 Nov 7.,Wasserman D,Acta Neurochir (Wien),2021,2020/11/08,,,10.1007/s00701-020-04636-8,0,,,,,,,,,within-subjects
34633068,Brain networks in migraine with and without aura: An exploratory arterial spin labeling MRI study,"Park S, Lee DA, Lee HJ, Shin KJ, Park KM.",Acta Neurol Scand. 2022 Feb;145(2):208-214. doi: 10.1111/ane.13536. Epub 2021 Oct 11.,Park S,Acta Neurol Scand,2022,2021/10/11,,,10.1111/ane.13536,1,11,47,,,,0,0,,
34251501,Network differences based on arterial spin labeling related to anti-seizure medication response in focal epilepsy,"Lee DA, Lee HJ, Kim HC, Park KM.",Neuroradiology. 2022 Feb;64(2):313-321. doi: 10.1007/s00234-021-02741-8. Epub 2021 Jul 12.,Lee DA,Neuroradiology,2022,2021/07/12,,,10.1007/s00234-021-02741-8,1,64,41,,,,1,1,interpretation,similar mistake as 56
34069300,The Role of White Matter Disconnection in the Symptoms Relating to the Anarchic Hand Syndrome: A Single Case Study,"Pacella V, Ricciardi GK, Bonadiman S, Verzini E, Faraoni F, Scandola M, Moro V.",Brain Sci. 2021 May 14;11(5):632. doi: 10.3390/brainsci11050632.,Pacella V,Brain Sci,2021,2021/06/02,PMC8156999,,10.3390/brainsci11050632,0,,,,,,,,,within-subjects
33684623,Association Between Genetic Risk for Type 2 Diabetes and Structural Brain Connectivity in Major Depressive Disorder,"Repple J, König A, de Lange SC, Opel N, Redlich R, Meinert S, Grotegerd D, Mauritz M, Hahn T, Borgers T, Leehr EJ, Winter N, Goltermann J, Enneking V, Fingas SM, Lemke H, Waltemate L, Dohm K, Richter M, Mehler DMA, Holstein V, Gruber M, Nenadic I, Krug A, Brosch K, Schmitt S, Stein F, Meller T, Jansen A, Steinsträter O, Amare AT, Kircher T, Baune BT, van den Heuvel MP, Dannlowski U.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2022 Mar;7(3):333-340. doi: 10.1016/j.bpsc.2021.02.010. Epub 2021 Mar 5.,Repple J,Biol Psychiatry Cogn Neurosci Neuroimaging,2022,2021/03/08,,,10.1016/j.bpsc.2021.02.010,1,434,539,,,,1,0,limitations,
35177998,Attention Performance Correlated With White Matter Structural Brain Networks in Shift Work Disorder,"Ning Y, Fang M, Zhang Y, Feng S, Feng Z, Liu X, Li K, Jia H.",Front Psychiatry. 2022 Feb 1;12:802830. doi: 10.3389/fpsyt.2021.802830. eCollection 2021.,Ning Y,Front Psychiatry,2022,2022/02/18,PMC8843848,,10.3389/fpsyt.2021.802830,1,33,29,,,,0,0,,
33045620,Evidence for the role of the dorsal ventral lateral posterior thalamic nucleus connectivity in deep brain stimulation for Gilles de la Tourette syndrome,"Kakusa B, Saluja S, Barbosa DAN, Cartmell S, Espil FM, Williams NR, McNab JA, Halpern CH.",J Psychiatr Res. 2021 Jan;132:60-64. doi: 10.1016/j.jpsychires.2020.09.024. Epub 2020 Sep 30.,Kakusa B,J Psychiatr Res,2021,2020/10/12,,,10.1016/j.jpsychires.2020.09.024,0,,,,,,,,,within-subjects
33433683,Patterns of axono-cortical evoked potentials: an electrophysiological signature unique to each white matter functional site?,"Boyer A, Stengel C, Bonnetblanc F, Dali M, Duffau H, Rheault F, Descoteaux M, Guiraud D, Valero-Cabre A, Mandonnet E.",Acta Neurochir (Wien). 2021 Nov;163(11):3121-3130. doi: 10.1007/s00701-020-04656-4. Epub 2021 Jan 12.,Boyer A,Acta Neurochir (Wien),2021,2021/01/12,,,10.1007/s00701-020-04656-4,0,,,,,,,,,within-subjects
34875281,White matter markers and predictors for subject-specific rTMS response in major depressive disorder,"Ning L, Rathi Y, Barbour T, Makris N, Camprodon JA.",J Affect Disord. 2022 Feb 15;299:207-214. doi: 10.1016/j.jad.2021.12.005. Epub 2021 Dec 4.,Ning L,J Affect Disord,2022,2021/12/07,PMC8766915,NIHMS1763174,10.1016/j.jad.2021.12.005,0,,,,,,,,,within-subjects
33941692,Cognitive impairment after focal brain lesions is better predicted by damage to structural than functional network hubs,"Reber J, Hwang K, Bowren M, Bruss J, Mukherjee P, Tranel D, Boes AD.",Proc Natl Acad Sci U S A. 2021 May 11;118(19):e2018784118. doi: 10.1073/pnas.2018784118.,Reber J,Proc Natl Acad Sci U S A,2021,2021/05/04,PMC8126860,,10.1073/pnas.2018784118,0,,,,,,,,,BWAS =1 group
34896584,Incorporating outlier information into diffusion-weighted MRI modeling for robust microstructural imaging and structural brain connectivity analyses,"Sairanen V, Ocampo-Pineda M, Granziera C, Schiavi S, Daducci A.",Neuroimage. 2022 Feb 15;247:118802. doi: 10.1016/j.neuroimage.2021.118802. Epub 2021 Dec 10.,Sairanen V,Neuroimage,2022,2021/12/13,,,10.1016/j.neuroimage.2021.118802,0,,,,,,,,,method
34862317,Disorders of Consciousness Associated With COVID-19: A Prospective Multimodal Study of Recovery and Brain Connectivity,"Fischer D, Snider SB, Barra ME, Sanders WR, Rapalino O, Schaefer P, Foulkes AS, Bodien YG, Edlow BL.",Neurology. 2022 Jan 18;98(3):e315-e325. doi: 10.1212/WNL.0000000000013067. Epub 2021 Dec 3.,Fischer D,Neurology,2022,2021/12/04,PMC8792809,,10.1212/WNL.0000000000013067,0,,,,,,,,,within-subjects
33674231,Long-term cognitive and multimodal imaging outcomes after carotid artery stenting vs intensive medication alone for severe asymptomatic carotid stenosis,"Lin CJ, Chang FC, Lin CJ, Liaw YC, Tu PC, Wang PN, Saver JL, Lee IH.",J Formos Med Assoc. 2022 Jan;121(1 Pt 1):134-143. doi: 10.1016/j.jfma.2021.02.007. Epub 2021 Mar 3.,Lin CJ,J Formos Med Assoc,2022,2021/03/06,,,10.1016/j.jfma.2021.02.007,0,,,,,,,,,within-subjects
34817885,Effects of laser interstitial thermal therapy for mesial temporal lobe epilepsy on the structural connectome and its relationship to seizure freedom,"Ko AL, Tong APS, Mossa-Basha M, Weaver KE, Ojemann JG, Miller JW, Hakimian S.",Epilepsia. 2022 Jan;63(1):176-189. doi: 10.1111/epi.17059. Epub 2021 Nov 24.,Ko AL,Epilepsia,2022,2021/11/24,,,10.1111/epi.17059,0,,,,,,,,,within-subjects
