PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,
34126421,Abnormality of subcortical volume and resting functional connectivity in adolescents with early-onset and prodromal schizophrenia,"Wen D, Wang J, Yao G, Liu S, Li X, Li J, Li H, Xu Y.",J Psychiatr Res. 2021 Aug;140:282-288. doi: 10.1016/j.jpsychires.2021.05.052. Epub 2021 Jun 4.,Wen D,J Psychiatr Res,2021,2021/06/14,,,10.1016/j.jpsychires.2021.05.052,0,,,,,,,,,Seed-based,
34744682,Disrupted Brain Connectivity Networks in Aphasia Revealed by Resting-State fMRI,"Chen X, Chen L, Zheng S, Wang H, Dai Y, Chen Z, Huang R.",Front Aging Neurosci. 2021 Oct 20;13:666301. doi: 10.3389/fnagi.2021.666301. eCollection 2021.,Chen X,Front Aging Neurosci,2021,2021/11/08,PMC8565294,,10.3389/fnagi.2021.666301,1,24,19,,,,1,0,limitation,,
35016467,Exploring the functional connectivity characteristics of brain networks in post-stroke patients with global aphasia: a healthy control based resting-state fMRI study,"Xu X, Ren C, Fang H, Li Z, Chen P, Yang J, Wang T.",Ann Palliat Med. 2021 Dec;10(12):12113-12128. doi: 10.21037/apm-21-2750.,Xu X,Ann Palliat Med,2021,2022/01/12,,,10.21037/apm-21-2750,1,11,11,,,,0,0,,,
33527998,Penalized model-based clustering of fMRI data,"Dilernia A, Quevedo K, Camchong J, Lim K, Pan W, Zhang L.",Biostatistics. 2021 Feb 2:kxaa061. doi: 10.1093/biostatistics/kxaa061. Online ahead of print.,Dilernia A,Biostatistics,2021,2021/02/02,,,10.1093/biostatistics/kxaa061,0,,,,,,,,,method,
34379343,Does central nervous system dysfunction underlie patellofemoral pain in young females? Examining brain functional connectivity in association with patient-reported outcomes,"Diekfuss JA, Grooms DR, Nissen KS, Coghill RC, Bonnette S, Barber Foss KD, Dudley JA, Berz K, Logan K, Gubanich P, Saltman AJ, Slutsky-Ganesh AB, Hansen E, Leach J, Yuan W, Myer GD.",J Orthop Res. 2021 Aug 11. doi: 10.1002/jor.25152. Online ahead of print.,Diekfuss JA,J Orthop Res,2021,2021/08/11,,,10.1002/jor.25152,0,,,,,,,,,Seed-based,
33865456,A pilot trial of repetitive transcranial magnetic stimulation of the dorsomedial prefrontal cortex in anorexia nervosa: resting fMRI correlates of response,"Woodside DB, Dunlop K, Sathi C, Lam E, McDonald B, Downar J.",J Eat Disord. 2021 Apr 17;9(1):52. doi: 10.1186/s40337-021-00411-x.,Woodside DB,J Eat Disord,2021,2021/04/18,PMC8052685,,10.1186/s40337-021-00411-x,0,,,,,,,,,Seed-based,
34643338,Effect of deep brain stimulation on brain network and white matter integrity in Parkinson's disease,"Huang LC, Chen LG, Wu PA, Pang CY, Lin SZ, Tsai ST, Chen SY.",CNS Neurosci Ther. 2022 Jan;28(1):92-104. doi: 10.1111/cns.13741. Epub 2021 Oct 12.,Huang LC,CNS Neurosci Ther,2022,2021/10/13,PMC8673709,,10.1111/cns.13741,0,,,,,,,,,within-patient,
33928432,Functional connectivity in mild cognitive impairment with Lewy bodies,"Schumacher J, Taylor JP, Hamilton CA, Firbank M, Donaghy PC, Roberts G, Allan L, Durcan R, Barnett N, O'Brien JT, Thomas AJ.",J Neurol. 2021 Dec;268(12):4707-4720. doi: 10.1007/s00415-021-10580-z. Epub 2021 Apr 29.,Schumacher J,J Neurol,2021,2021/04/30,PMC8563567,,10.1007/s00415-021-10580-z,1,31,28,24,,,0,0,,,
33645927,Functional connectivity density alterations in middle-age retinal detachment patients,"Shao Y, Yang L, Zhu PW, Su T, Zhou XZ, Li B, Shi WQ, Lin Q, Min YL, Yuan Q, Ye L, Zhou Q.",Brain Behav. 2021 Apr;11(4):e01783. doi: 10.1002/brb3.1783. Epub 2021 Mar 1.,Shao Y,Brain Behav,2021,2021/03/01,PMC8035440,,10.1002/brb3.1783,1,32,32,,,,0,0,,,
33692747,Machine Learning Analytics of Resting-State Functional Connectivity Predicts Survival Outcomes of Glioblastoma Multiforme Patients,"Lamichhane B, Daniel AGS, Lee JJ, Marcus DS, Shimony JS, Leuthardt EC.",Front Neurol. 2021 Feb 22;12:642241. doi: 10.3389/fneur.2021.642241. eCollection 2021.,Lamichhane B,Front Neurol,2021,2021/03/11,PMC7937731,,10.3389/fneur.2021.642241,0,,,,,,,,,ML,
33098597,The Role of the Subthalamic Nucleus in Sequential Working Memory in De Novo Parkinson's Disease,"Ye Z, Zhang G, Zhang Y, Li S, Liu N, Zhou X, Xiao W, Münte TF.",Mov Disord. 2021 Jan;36(1):87-95. doi: 10.1002/mds.28344. Epub 2020 Oct 24.,Ye Z,Mov Disord,2021,2020/10/24,PMC7894467,,10.1002/mds.28344,0,,,,,,,,,Seed-based,
33709030,ISOMAP and machine learning algorithms for the construction of embedded functional connectivity networks of anatomically separated brain regions from resting state fMRI data of patients with Schizophrenia,"Gallos IK, Gkiatis K, Matsopoulos GK, Siettos C.",AIMS Neurosci. 2021 Feb 19;8(2):295-321. doi: 10.3934/Neuroscience.2021016. eCollection 2021.,Gallos IK,AIMS Neurosci,2021,2021/03/12,PMC7940114,,10.3934/Neuroscience.2021016,0,,,,,,,,,ML,
33582277,Higher-order sensorimotor circuit of the brain's global network supports human consciousness,"Qin P, Wu X, Wu C, Wu H, Zhang J, Huang Z, Weng X, Zang D, Qi Z, Tang W, Hiromi T, Tan J, Tanabe S, Fogel S, Hudetz AG, Yang Y, Stamatakis EA, Mao Y, Northoff G.",Neuroimage. 2021 May 1;231:117850. doi: 10.1016/j.neuroimage.2021.117850. Epub 2021 Feb 12.,Qin P,Neuroimage,2021,2021/02/14,,,10.1016/j.neuroimage.2021.117850,0,,,,,,,,,Seed-based,
32975745,Selective Aberrant Functional-Structural Coupling of Multiscale Brain Networks in Subcortical Vascular Mild Cognitive Impairment,"Ma J, Liu F, Yang B, Xue K, Wang P, Zhou J, Wang Y, Niu Y, Zhang J.",Neurosci Bull. 2021 Mar;37(3):287-297. doi: 10.1007/s12264-020-00580-w. Epub 2020 Sep 25.,Ma J,Neurosci Bull,2021,2020/09/25,PMC7955012,,10.1007/s12264-020-00580-w,1,30,30,,,,1,0,limitation,,
34971766,Robotically-induced hallucination triggers subtle changes in brain network transitions,"Dhanis H, Blondiaux E, Bolton T, Faivre N, Rognini G, Van De Ville D, Blanke O.",Neuroimage. 2022 Mar;248:118862. doi: 10.1016/j.neuroimage.2021.118862. Epub 2021 Dec 28.,Dhanis H,Neuroimage,2022,2021/12/31,,,10.1016/j.neuroimage.2021.118862,0,,,,,,,,,Seed-based,
34671309,Pre-operative Limbic System Functional Connectivity Distinguishes Responders From Non-responders to Surgical Treatment for Trigeminal Neuralgia,"Danyluk H, Lang S, Monchi O, Sankar T.",Front Neurol. 2021 Oct 4;12:716500. doi: 10.3389/fneur.2021.716500. eCollection 2021.,Danyluk H,Front Neurol,2021,2021/10/21,PMC8520903,,10.3389/fneur.2021.716500,0,,,,,,,,,Seed-based,
34712198,Disruption in Surface-Based Functional Connectivity in the Right Posterior Hippocampal CA3 Subfield: A Probable Neural Basis of Visuospatial Working Memory Impairment in Patients With Right Temporal Lobe Epilepsy,"Lv Z, Chen Z, Ye W, Pang X, Nie L, Chang W, Long Q, Zheng J.",Front Neurol. 2021 Oct 12;12:735689. doi: 10.3389/fneur.2021.735689. eCollection 2021.,Lv Z,Front Neurol,2021,2021/10/29,PMC8545809,,10.3389/fneur.2021.735689,0,,,,,,,,,Seed-based,
34857811,Changes in resting-state measures of prostate cancer patients exposed to androgen deprivation therapy,"Plata-Bello J, Plata-Bello A, Pérez-Martín Y, López-Curtis D, Acosta-López S, Modroño C, Concepción-Massip T.",Sci Rep. 2021 Dec 2;11(1):23350. doi: 10.1038/s41598-021-02611-6.,Plata-Bello J,Sci Rep,2021,2021/12/03,PMC8639725,,10.1038/s41598-021-02611-6,0,,,,,,,,,Seed-based,
34759070,Multitier Network Analysis Using Resting-state Functional MRI for Epilepsy Surgery,"Maesawa S, Bagarinao E, Nakatsubo D, Ishizaki T, Takai S, Torii J, Kato S, Shibata M, Wakabayashi T, Saito R.",Neurol Med Chir (Tokyo). 2022 Jan 15;62(1):45-55. doi: 10.2176/nmc.oa.2021-0173. Epub 2021 Nov 10.,Maesawa S,Neurol Med Chir (Tokyo),2022,2021/11/11,PMC8754678,,10.2176/nmc.oa.2021-0173,0,,,,,,,,,within-patient,
34461571,In vivo evidence of functional disconnection between brainstem monoaminergic nuclei and brain networks in multiple sclerosis,"Carandini T, Mancini M, Bogdan I, Rae CL, Barritt AW, Clerico M, Sethi A, Harrison N, Rashid W, Scarpini E, Galimberti D, Bozzali M, Cercignani M.",Mult Scler Relat Disord. 2021 Nov;56:103224. doi: 10.1016/j.msard.2021.103224. Epub 2021 Aug 24.,Carandini T,Mult Scler Relat Disord,2021,2021/08/30,,,10.1016/j.msard.2021.103224,0,,,,,,,,,Seed-based,
34246702,Role of the cerebellum in the phenotype of neurodegenerative diseases: Mitigate or exacerbate?,Azizi SA.,Neurosci Lett. 2021 Aug 24;760:136105. doi: 10.1016/j.neulet.2021.136105. Epub 2021 Jul 8.,Azizi SA,Neurosci Lett,2021,2021/07/11,,,10.1016/j.neulet.2021.136105,0,,,,,,,,,Seed-based,
34892116,"Relationships between cerebrovascular reactivity, visual-evoked functional activity, and resting-state functional connectivity in the visual cortex and basal forebrain in glaucoma","Chan RW, Won Bang J, Trivedi V, Murphy MC, Liu P, Wollstein G, Schuman JS, Chan KC.",Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:4037-4040. doi: 10.1109/EMBC46164.2021.9630904.,Chan RW,Annu Int Conf IEEE Eng Med Biol Soc,2021,2021/12/11,,,10.1109/EMBC46164.2021.9630904,1,38,21,,,,0,0,,,
34152089,Atypical resting state functional connectivity in mild traumatic brain injury,"Amir J, Nair JKR, Del Carpio-O'Donovan R, Ptito A, Chen JK, Chankowsky J, Tinawi S, Lunkova E, Saluja RS.",Brain Behav. 2021 Aug;11(8):e2261. doi: 10.1002/brb3.2261. Epub 2021 Jun 21.,Amir J,Brain Behav,2021,2021/06/21,PMC8413771,,10.1002/brb3.2261,1,27,26,,,,0,0,,,
34867160,Abnormal Brain Functional Network Dynamics in Acute CO Poisoning,"Zheng H, Liu H, Zhang G, Zhuang J, Li W, Zheng W.",Front Neurosci. 2021 Nov 11;15:749887. doi: 10.3389/fnins.2021.749887. eCollection 2021.,Zheng H,Front Neurosci,2021,2021/12/06,PMC8636030,,10.3389/fnins.2021.749887,1,29,29,,,,0,0,,,
33861794,"Emulative, coherent, and causal dynamics between large-scale brain networks are neurobiomarkers of Accelerated Cognitive Ageing in epilepsy","Bernas A, Breuer LEM, Aldenkamp AP, Zinger S.",PLoS One. 2021 Apr 16;16(4):e0250222. doi: 10.1371/journal.pone.0250222. eCollection 2021.,Bernas A,PLoS One,2021,2021/04/16,PMC8051821,,10.1371/journal.pone.0250222,0,,,,,,,,,predictive,
34658949,Altered Functional Connectivity of the Nucleus Accumbens Network Between Deficit and Non-deficit Schizophrenia,"Zhou C, Xue C, Chen J, Amdanee N, Tang X, Zhang H, Zhang F, Zhang X, Zhang C.",Front Psychiatry. 2021 Sep 30;12:704631. doi: 10.3389/fpsyt.2021.704631. eCollection 2021.,Zhou C,Front Psychiatry,2021,2021/10/18,PMC8514672,,10.3389/fpsyt.2021.704631,0,,,,,,,,,Seed-based,
32768152,Effects of Chronic Pharmacological Treatment on Functional Brain Network Connectivity in Patients with Schizophrenia,"Lin X, Deng J, Dong G, Li S, Wu P, Sun H, Liu L, Shi J, Fan Y, Lu L, Li P.",Psychiatry Res. 2021 Jan;295:113338. doi: 10.1016/j.psychres.2020.113338. Epub 2020 Aug 5.,Lin X,Psychiatry Res,2021,2020/08/10,,,10.1016/j.psychres.2020.113338,1,45,44,,,,0,0,,,
33859210,Botulinum toxin injection changes resting state cerebellar connectivity in cervical dystonia,"Hok P, Hvizdošová L, Otruba P, Kaiserová M, Trnečková M, Tüdös Z, Hluštík P, Kaňovský P, Nevrlý M.",Sci Rep. 2021 Apr 15;11(1):8322. doi: 10.1038/s41598-021-87088-z.,Hok P,Sci Rep,2021,2021/04/16,PMC8050264,,10.1038/s41598-021-87088-z,0,,,,,,,,,Seed-based,
34503441,Enhanced functional connectivity between habenula and salience network in medication-overuse headache complicating chronic migraine positions it within the addiction disorders: an ICA-based resting-state fMRI study,"Dai W, Qiu E, Chen Y, Xing X, Xi W, Zhang M, Li K, Tian L, Dong Z, Yu S.",J Headache Pain. 2021 Sep 9;22(1):107. doi: 10.1186/s10194-021-01318-3.,Dai W,J Headache Pain,2021,2021/09/10,PMC8428097,,10.1186/s10194-021-01318-3,0,,,,,,,,,Seed-based,
33203739,"Oscillation-Based Connectivity Architecture Is Dominated by an Intrinsic Spatial Organization, Not Cognitive State or Frequency","Mostame P, Sadaghiani S.",J Neurosci. 2021 Jan 6;41(1):179-192. doi: 10.1523/JNEUROSCI.2155-20.2020. Epub 2020 Nov 17.,Mostame P,J Neurosci,2021,2020/11/18,PMC7786204,,10.1523/JNEUROSCI.2155-20.2020,0,,,,,,,,,"within-subject, eCoG",
33210736,Abnormal blood oxygen level-dependent fluctuations and remote connectivity in sleep-related hypermotor epilepsy,"Liu W, Yue Q, Wu X, Gong Q, Zhou D.",Acta Neurol Scand. 2021 May;143(5):514-520. doi: 10.1111/ane.13379. Epub 2020 Nov 30.,Liu W,Acta Neurol Scand,2021,2020/11/19,,,10.1111/ane.13379,1,41,41,,,,0,0,,,
34220418,Changes of Regional Neural Activity Homogeneity in Preclinical Alzheimer's Disease: Compensation and Dysfunction,"Zhang Z, Cui L, Huang Y, Chen Y, Li Y, Guo Q.",Front Neurosci. 2021 Jun 17;15:646414. doi: 10.3389/fnins.2021.646414. eCollection 2021.,Zhang Z,Front Neurosci,2021,2021/07/05,PMC8248345,,10.3389/fnins.2021.646414,1,39,37,28,,,0,0,,,
34777216,Cross-Sectional Characterization of Local Brain Network Connectivity Pre and Post Breast Cancer Treatment and Distinct Association With Subjective Cognitive and Psychological Function,"Kesler SR, Tang T, Henneghan AM, Wright M, Gaber MW, Palesh O.",Front Neurol. 2021 Oct 29;12:746493. doi: 10.3389/fneur.2021.746493. eCollection 2021.,Kesler SR,Front Neurol,2021,2021/11/15,PMC8586413,,10.3389/fneur.2021.746493,1,80,76,,,,0,0,,,
34224655,Neural processing of emotional facial stimuli in specific phobia: An fMRI study,"Böhnlein J, Leehr EJ, Roesmann K, Sappelt T, Platte O, Grotegerd D, Sindermann L, Repple J, Opel N, Meinert S, Lemke H, Borgers T, Dohm K, Enneking V, Goltermann J, Waltemate L, Hülsmann C, Thiel K, Winter N, Bauer J, Lueken U, Straube T, Junghöfer M, Dannlowski U.",Depress Anxiety. 2021 Aug;38(8):846-859. doi: 10.1002/da.23191. Epub 2021 Jul 5.,Böhnlein J,Depress Anxiety,2021,2021/07/05,,,10.1002/da.23191,0,,,,,,,,,Seed-based,
34711200,Using deep learning to classify pediatric posttraumatic stress disorder at the individual level,"Yang J, Lei D, Qin K, Pinaya WHL, Suo X, Li W, Li L, Kemp GJ, Gong Q.",BMC Psychiatry. 2021 Oct 28;21(1):535. doi: 10.1186/s12888-021-03503-9.,Yang J,BMC Psychiatry,2021,2021/10/29,PMC8555083,,10.1186/s12888-021-03503-9,0,,,,,,,,,DL,
34778761,Dynamic connectivity predicts acute motor impairment and recovery post-stroke,"Bonkhoff AK, Rehme AK, Hensel L, Tscherpel C, Volz LJ, Espinoza FA, Gazula H, Vergara VM, Fink GR, Calhoun VD, Rost NS, Grefkes C.",Brain Commun. 2021 Sep 30;3(4):fcab227. doi: 10.1093/braincomms/fcab227. eCollection 2021.,Bonkhoff AK,Brain Commun,2021,2021/11/15,PMC8578497,,10.1093/braincomms/fcab227,0,,,,,,,,,predictive,
34953921,Altered dynamic functional connectivity of insular subregions could predict symptom severity of male patients with autism spectrum disorder,"Zhao L, Xue SW, Sun YK, Lan Z, Zhang Z, Xue Y, Wang X, Jin Y.",J Affect Disord. 2022 Feb 15;299:504-512. doi: 10.1016/j.jad.2021.12.093. Epub 2021 Dec 22.,Zhao L,J Affect Disord,2022,2021/12/26,,,10.1016/j.jad.2021.12.093,0,,,,,,,,,Seed-based,
34512503,Altered Cerebellar Resting-State Functional Connectivity in Early-Stage Parkinson's Disease Patients With Cognitive Impairment,"Dan X, Hu Y, Sun J, Gao L, Zhou Y, Ma J, Doyon J, Wu T, Chan P.",Front Neurol. 2021 Aug 25;12:678013. doi: 10.3389/fneur.2021.678013. eCollection 2021.,Dan X,Front Neurol,2021,2021/09/13,PMC8425347,,10.3389/fneur.2021.678013,0,,,,,,,,,Seed-based,
33655376,Altered Cerebro-Cerebellar Dynamic Functional Connectivity in Alcohol Use Disorder: a Resting-State fMRI Study,"Abdallah M, Zahr NM, Saranathan M, Honnorat N, Farrugia N, Pfefferbaum A, Sullivan EV, Chanraud S.",Cerebellum. 2021 Dec;20(6):823-835. doi: 10.1007/s12311-021-01241-y. Epub 2021 Mar 3.,Abdallah M,Cerebellum,2021,2021/03/03,PMC8413394,NIHMS1686663,10.1007/s12311-021-01241-y,0,,,,,,,,,Seed-based,
33937771,Brain connectivity alterations after additional sensorimotor or motor therapy for the upper limb in the early-phase post stroke: a randomized controlled trial,"De Bruyn N, Saenen L, Thijs L, Van Gils A, Ceulemans E, Essers B, Alaerts K, Verheyden G.",Brain Commun. 2021 Apr 12;3(2):fcab074. doi: 10.1093/braincomms/fcab074. eCollection 2021.,De Bruyn N,Brain Commun,2021,2021/05/03,PMC8072522,,10.1093/braincomms/fcab074,1,19,18,12,,,1,0,"limitation, motivation",,
32885698,Resting state functional MRI brain signatures of fast disease progression in amyotrophic lateral sclerosis: a retrospective study,"Trojsi F, Di Nardo F, Siciliano M, Caiazzo G, Passaniti C, D'Alvano G, Ricciardi D, Russo A, Bisecco A, Lavorgna L, Bonavita S, Cirillo M, Esposito F, Tedeschi G.",Amyotroph Lateral Scler Frontotemporal Degener. 2021 Feb;22(1-2):117-126. doi: 10.1080/21678421.2020.1813306. Epub 2020 Sep 4.,Trojsi F,Amyotroph Lateral Scler Frontotemporal Degener,2021,2020/09/05,,,10.1080/21678421.2020.1813306,1,54,22,,,,0,0,,,
34785365,Clinical Effects of Repetitive Transcranial Magnetic Stimulation of the Motor Cortex Are Associated With Changes in Resting-State Functional Connectivity in Patients With Fibromyalgia Syndrome,"Argaman Y, Granovsky Y, Sprecher E, Sinai A, Yarnitsky D, Weissman-Fogel I.",J Pain. 2022 Apr;23(4):595-615. doi: 10.1016/j.jpain.2021.11.001. Epub 2021 Nov 14.,Argaman Y,J Pain,2022,2021/11/17,,,10.1016/j.jpain.2021.11.001,0,,,,,,,,,Seed-based,
33995237,A Multimodal Imaging Approach Demonstrates Reduced Midbrain Functional Network Connectivity Is Associated With Freezing of Gait in Parkinson's Disease,"Droby A, Pelosin E, Putzolu M, Bommarito G, Marchese R, Mazzella L, Avanzino L, Inglese M.",Front Neurol. 2021 Apr 30;12:583593. doi: 10.3389/fneur.2021.583593. eCollection 2021.,Droby A,Front Neurol,2021,2021/05/17,PMC8120105,,10.3389/fneur.2021.583593,0,,,,,,,,,Seed-based,
34509807,Altered resting-state functional connectivity of the right precuneus and cognition between depressed and non-depressed schizophrenia,"Li P, Zhou M, Yan W, Du J, Lu S, Xie S, Zhang R.",Psychiatry Res Neuroimaging. 2021 Nov 30;317:111387. doi: 10.1016/j.pscychresns.2021.111387. Epub 2021 Sep 6.,Li P,Psychiatry Res Neuroimaging,2021,2021/09/12,,,10.1016/j.pscychresns.2021.111387,0,,,,,,,,,Seed-based,
34704021,Corpus callosum dysgenesis causes novel patterns of structural and functional brain connectivity,"Szczupak D, Kossmann Ferraz M, Gemal L, Oliveira-Szejnfeld PS, Monteiro M, Bramati I, Vargas FR; IRC5 Consortium, Lent R, Silva AC, Tovar-Moll F.",Brain Commun. 2021 May 14;3(2):fcab057. doi: 10.1093/braincomms/fcab057. eCollection 2021.,Szczupak D,Brain Commun,2021,2021/10/27,PMC8152904,,10.1093/braincomms/fcab057,1,45,11,,,,0,0,,,
33169903,Prevent breaking bad: A proof of concept study of rebalancing the brain's rumination circuit with real-time fMRI functional connectivity neurofeedback,"Tsuchiyagaito A, Misaki M, Zoubi OA; Tulsa 1000 Investigators, Paulus M, Bodurka J.",Hum Brain Mapp. 2021 Mar;42(4):922-940. doi: 10.1002/hbm.25268. Epub 2020 Nov 10.,Tsuchiyagaito A,Hum Brain Mapp,2021,2020/11/10,PMC7856643,,10.1002/hbm.25268,0,,,,,,,,,Seed-based,
34406893,Spinal cord neural activity of patients with fibromyalgia and healthy controls during temporal summation of pain: an fMRI study,"Staud R, Boissoneault J, Lai S, Mejia MS, Ramanlal R, Godfrey MM, Stroman PW.",J Neurophysiol. 2021 Sep 1;126(3):946-956. doi: 10.1152/jn.00276.2021. Epub 2021 Aug 18.,Staud R,J Neurophysiol,2021,2021/08/18,,,10.1152/jn.00276.2021,0,,,,,,,,,spinal cord,
33762218,Isoflurane affects brain functional connectivity in rats 1 month after exposure,"Stenroos P, Pirttimäki T, Paasonen J, Paasonen E, Salo RA, Koivisto H, Natunen T, Mäkinen P, Kuulasmaa T, Hiltunen M, Tanila H, Gröhn O.",Neuroimage. 2021 Jul 1;234:117987. doi: 10.1016/j.neuroimage.2021.117987. Epub 2021 Mar 21.,Stenroos P,Neuroimage,2021,2021/03/25,,,10.1016/j.neuroimage.2021.117987,0,,,,,,,,,rats,
34025659,Altered Functional Connectivity of the Primary Visual Cortex in Patients With Iridocyclitis and Assessment of Its Predictive Value Using Machine Learning,"Tong Y, Huang X, Qi CX, Shen Y.",Front Immunol. 2021 May 7;12:660554. doi: 10.3389/fimmu.2021.660554. eCollection 2021.,Tong Y,Front Immunol,2021,2021/05/24,PMC8137842,,10.3389/fimmu.2021.660554,0,,,,,,,,,Seed-based,
33542206,The neuroprogressive nature of major depressive disorder: evidence from an intrinsic connectome analysis,"Liu J, Fan Y, Ling-Li Zeng, Liu B, Ju Y, Wang M, Dong Q, Lu X, Sun J, Zhang L, Guo H, Futao Zhao, Weihui Li, Zhang L, Li Z, Liao M, Zhang Y, Hu D, Li L.",Transl Psychiatry. 2021 Feb 4;11(1):102. doi: 10.1038/s41398-021-01227-8.,Liu J,Transl Psychiatry,2021,2021/02/05,PMC7862649,,10.1038/s41398-021-01227-8,1,111,60,35,,,0,0,,,
34102870,Disrupted Dynamic Functional Network Connectivity Among Cognitive Control Networks in the Progression of Alzheimer's Disease,"Sendi MSE, Zendehrouh E, Fu Z, Liu J, Du Y, Mormino E, Salat DH, Calhoun VD, Miller RL.",Brain Connect. 2021 Sep 7. doi: 10.1089/brain.2020.0847. Online ahead of print.,Sendi MSE,Brain Connect,2021,2021/06/09,,,10.1089/brain.2020.0847,0,,,,,,,,,Seed-based,
34093290,Altered Resting-State Brain Activity in Schizophrenia and Obsessive-Compulsive Disorder Compared With Non-psychiatric Controls: Commonalities and Distinctions Across Disorders,"Zhang Y, Liao J, Li Q, Zhang X, Liu L, Yan J, Zhang D, Yan H, Yue W.",Front Psychiatry. 2021 May 21;12:681701. doi: 10.3389/fpsyt.2021.681701. eCollection 2021.,Zhang Y,Front Psychiatry,2021,2021/06/07,PMC8176119,,10.3389/fpsyt.2021.681701,0,,,,,,,,,Seed-based,
32710331,The abnormal reward network associated with insomnia severity and depression in chronic insomnia disorder,"Gong L, Yu S, Xu R, Liu D, Dai X, Wang Z, Hu Y, Yan B, Kui Y, Zhang B, Feng F.",Brain Imaging Behav. 2021 Apr;15(2):1033-1042. doi: 10.1007/s11682-020-00310-w.,Gong L,Brain Imaging Behav,2021,2020/07/26,,,10.1007/s11682-020-00310-w,0,,,,,,,,,Seed-based,
34764846,Prediction of Deep Brain Stimulation Outcome in Parkinson's Disease With Connectome Based on Hemispheric Asymmetry,"Wang J, Shang R, He L, Zhou R, Chen Z, Ma Y, Li X.",Front Neurosci. 2021 Oct 26;15:620750. doi: 10.3389/fnins.2021.620750. eCollection 2021.,Wang J,Front Neurosci,2021,2021/11/12,PMC8576048,,10.3389/fnins.2021.620750,0,,,,,,,,,prediction,
33445082,Differential response to SSRI versus Placebo and distinct neural signatures among data-driven subgroups of patients with major depressive disorder,"Chin Fatt CR, Cooper CM, Jha MK, Minhajuddin A, Rush AJ, Trombello JM, Fava M, McInnis M, Weissman M, Trivedi MH.",J Affect Disord. 2021 Mar 1;282:602-610. doi: 10.1016/j.jad.2020.12.102. Epub 2020 Dec 28.,Chin Fatt CR,J Affect Disord,2021,2021/01/14,,,10.1016/j.jad.2020.12.102,1,244,38,,,,0,0,,,
33889666,Cranioplastic Surgery and Acclimation Training for Awake Mouse fMRI,"Tsurugizawa T, Tamada K, Debacker C, Zalesky A, Takumi T.",Bio Protoc. 2021 Apr 5;11(7):e3972. doi: 10.21769/BioProtoc.3972. eCollection 2021 Apr 5.,Tsurugizawa T,Bio Protoc,2021,2021/04/23,PMC8054203,,10.21769/BioProtoc.3972,0,,,,,,,,,"method, rats",
33813866,Aberrant Salient and Corticolimbic Connectivity in Hypersexual Parkinson's Disease,"Mata-Marín D, Pineda-Pardo JA, Molina JA, Vela L, Alonso-Frech F, Obeso I.",Brain Connect. 2021 Oct;11(8):639-650. doi: 10.1089/brain.2020.0868. Epub 2021 May 17.,Mata-Marín D,Brain Connect,2021,2021/04/05,,,10.1089/brain.2020.0868,0,,,,,,,,,Seed-based,
34630070,Simultaneous PET/fMRI Detects Distinctive Alterations in Functional Connectivity and Glucose Metabolism of Precuneus Subregions in Alzheimer's Disease,"Zhang M, Sun W, Guan Z, Hu J, Li B, Ye G, Meng H, Huang X, Lin X, Wang J, Liu J, Li B, Zhang Y, Li Y.",Front Aging Neurosci. 2021 Sep 24;13:737002. doi: 10.3389/fnagi.2021.737002. eCollection 2021.,Zhang M,Front Aging Neurosci,2021,2021/10/11,PMC8498203,,10.3389/fnagi.2021.737002,0,,,,,,,,,Seed-based,
33492243,Functional Connectivity Analysis in Heterozygous Glucocerebrosidase Mutation Carriers,"Sezgin M, Kicik A, Bilgic B, Kurt E, Bayram A, Hanagası H, Tepgec F, Toksoy G, Gurvit H, Uyguner O, Gokcay G, Demiralp T, Emre M.",J Parkinsons Dis. 2021;11(2):559-568. doi: 10.3233/JPD-202295.,Sezgin M,J Parkinsons Dis,2021,2021/01/25,,,10.3233/JPD-202295,0,,,,,,,,,Seed-based,
34965743,No evidence for motor-recovery-related cortical connectivity changes after stroke using resting-state fMRI,"Branscheidt M, Ejaz N, Xu J, Widmer M, Harran MD, Cortés JC, Kitago T, Celnik P, Hernandez-Castillo C, Diedrichsen J, Luft A, Krakauer JW.",J Neurophysiol. 2022 Mar 1;127(3):637-650. doi: 10.1152/jn.00148.2021. Epub 2021 Dec 29.,Branscheidt M,J Neurophysiol,2022,2021/12/30,PMC8896990,,10.1152/jn.00148.2021,0,,,,,,,,,Seed-based,
35135638,Multivariate classification provides a neural signature of Tourette disorder,"Zito GA, Hartmann A, Béranger B, Weber S, Aybek S, Faouzi J, Roze E, Vidailhet M, Worbe Y.",Psychol Med. 2021 Nov 3:1-9. doi: 10.1017/S0033291721004232. Online ahead of print.,Zito GA,Psychol Med,2021,2022/02/09,,,10.1017/S0033291721004232,0,,,,,,,,,prediction,
