random order,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Rater,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,67
0,30630835,Resting-State Functional Connectivity of the Middle Frontal Gyrus Can Predict Language Lateralization in Patients with Brain Tumors,"Gohel S, Laino ME, Rajeev-Kumar G, Jenabi M, Peck K, Hatzoglou V, Tabar V, Holodny AI, Vachha B.",AJNR Am J Neuroradiol. 2019 Feb;40(2):319-325. doi: 10.3174/ajnr.A5932. Epub 2019 Jan 10.,Gohel S,AJNR Am J Neuroradiol,2019,2019/01/12,PMC6375738,NIHMS1515826,10.3174/ajnr.A5932,B,0,,,,,,,,,not case/contro;,
115,31023252,Altered structural and causal connectivity in frontal lobe epilepsy,"Klugah-Brown B, Luo C, Peng R, He H, Li J, Dong L, Yao D.",BMC Neurol. 2019 Apr 25;19(1):70. doi: 10.1186/s12883-019-1300-z.,Klugah-Brown B,BMC Neurol,2019,2019/04/27,PMC6485093,,10.1186/s12883-019-1300-z,,,,,,,,,,,,
116,30447082,Imaging functional motor connectivity in hemiparetic children with perinatal stroke,"Saunders J, Carlson HL, Cortese F, Goodyear BG, Kirton A.",Hum Brain Mapp. 2019 Apr 1;40(5):1632-1642. doi: 10.1002/hbm.24474. Epub 2018 Nov 17.,Saunders J,Hum Brain Mapp,2019,2018/11/18,PMC6865539,,10.1002/hbm.24474,,,,,,,,,,,,
117,29906495,HIV infection across aging: Synergistic effects on intrinsic functional connectivity of the brain,"Egbert AR, Biswal B, Karunakaran KD, Pluta A, Wolak T, Rao S, Bornstein R, Szymańska B, Horban A, Firląg-Burkacka E, Sobańska M, Gawron N, Bieńkowski P, Sienkiewicz-Jarosz H, Ścińska-Bieńkowska A, Łojek E.",Prog Neuropsychopharmacol Biol Psychiatry. 2019 Jan 10;88:19-30. doi: 10.1016/j.pnpbp.2018.06.006. Epub 2018 Jun 12.,Egbert AR,Prog Neuropsychopharmacol Biol Psychiatry,2019,2018/06/16,,,10.1016/j.pnpbp.2018.06.006,,,,,,,,,,,,
118,31819451,Frequency-Specific Abnormalities Of Functional Homotopy In Alcohol Dependence: A Resting-State Functional Magnetic Resonance Imaging Study,"Guo L, Zhou F, Zhang N, Kuang H, Feng Z.",Neuropsychiatr Dis Treat. 2019 Nov 19;15:3231-3245. doi: 10.2147/NDT.S221010. eCollection 2019.,Guo L,Neuropsychiatr Dis Treat,2019,2019/12/11,PMC6875289,,10.2147/NDT.S221010,,,,,,,,,,,,
119,31111629,Anomalous functional connectivity of amygdala subregional networks in major depressive disorder,"Tang S, Li H, Lu L, Wang Y, Zhang L, Hu X, Bu X, Hu X, Gao Y, Gong Q, Huang X.",Depress Anxiety. 2019 Aug;36(8):712-722. doi: 10.1002/da.22901. Epub 2019 May 21.,Tang S,Depress Anxiety,2019,2019/05/22,,,10.1002/da.22901,,,,,,,,,,,,
120,31456740,Lower Functional Connectivity in Vestibular-Limbic Networks in Individuals With Subclinical Agoraphobia,"Indovina I, Conti A, Lacquaniti F, Staab JP, Passamonti L, Toschi N.",Front Neurol. 2019 Aug 13;10:874. doi: 10.3389/fneur.2019.00874. eCollection 2019.,Indovina I,Front Neurol,2019,2019/08/29,PMC6701404,,10.3389/fneur.2019.00874,,,,,,,,,,,,
121,30311665,Similarity of functional connectivity patterns in patients with multiple sclerosis who void spontaneously versus patients with voiding dysfunction,"Khavari R, Elias SN, Boone T, Karmonik C.",Neurourol Urodyn. 2019 Jan;38(1):239-247. doi: 10.1002/nau.23837. Epub 2018 Oct 12.,Khavari R,Neurourol Urodyn,2019,2018/10/13,PMC6574088,NIHMS1032147,10.1002/nau.23837,,,,,,,,,,,,
122,30930739,Prefrontal-Temporal Pathway Mediates the Cross-Modal and Cognitive Reorganization in Sensorineural Hearing Loss With or Without Tinnitus: A Multimodal MRI Study,"Luan Y, Wang C, Jiao Y, Tang T, Zhang J, Teng GJ.",Front Neurosci. 2019 Mar 12;13:222. doi: 10.3389/fnins.2019.00222. eCollection 2019.,Luan Y,Front Neurosci,2019,2019/04/02,PMC6423409,,10.3389/fnins.2019.00222,,,,,,,,,,,,
123,31611841,Altered Resting-State Functional Connectivity in Wernicke's Encephalopathy With Vestibular Impairment,"Oh SY, Lee J, Kang JJ, Park YH, Kim KW, Lee JM, Kim JS, Dieterich M.",Front Neurol. 2019 Sep 27;10:1035. doi: 10.3389/fneur.2019.01035. eCollection 2019.,Oh SY,Front Neurol,2019,2019/10/16,PMC6776602,,10.3389/fneur.2019.01035,,,,,,,,,,,,
124,31648171,Transcutaneous auricular vagus nerve stimulation at 1 Hz modulates locus coeruleus activity and resting state functional connectivity in patients with migraine: An fMRI study,"Zhang Y, Liu J, Li H, Yan Z, Liu X, Cao J, Park J, Wilson G, Liu B, Kong J.",Neuroimage Clin. 2019;24:101971. doi: 10.1016/j.nicl.2019.101971. Epub 2019 Aug 5.,Zhang Y,Neuroimage Clin,2019,2019/10/25,PMC7239932,,10.1016/j.nicl.2019.101971,,,,,,,,,,,,
125,30676948,Extraction of Time-Varying Spatiotemporal Networks Using Parameter-Tuned Constrained IVA,"Bhinge S, Mowakeaa R, Calhoun VD, Adali T.",IEEE Trans Med Imaging. 2019 Jul;38(7):1715-1725. doi: 10.1109/TMI.2019.2893651. Epub 2019 Jan 23.,Bhinge S,IEEE Trans Med Imaging,2019,2019/01/25,PMC7060979,NIHMS1533422,10.1109/TMI.2019.2893651,,,,,,,,,,,,
126,32231426,Infra-slow brain dynamics as a marker for cognitive function and decline,"Ajmera S, Rajagopal S, Rehman RU, Sridharan D.",Adv Neural Inf Process Syst. 2019;32:6949-6960.,Ajmera S,Adv Neural Inf Process Syst,2019,2020/04/02,PMC7104356,EMS86118,,,,,,,,,,,,,
127,31739450,Connectome Analysis of Brain Functional Network Alterations in Depressive Patients with Suicidal Attempt,"Weng JC, Chou YS, Tsai YH, Lee CT, Hsieh MH, Chen VC.",J Clin Med. 2019 Nov 14;8(11):1966. doi: 10.3390/jcm8111966.,Weng JC,J Clin Med,2019,2019/11/20,PMC6912611,,10.3390/jcm8111966,,,,,,,,,,,,
128,31053665,Aberrant interactions of cortical networks in chronic migraine: A resting-state fMRI study,"Coppola G, Di Renzo A, Petolicchio B, Tinelli E, Di Lorenzo C, Parisi V, Serrao M, Calistri V, Tardioli S, Cartocci G, Schoenen J, Caramia F, Di Piero V, Pierelli F.",Neurology. 2019 May 28;92(22):e2550-e2558. doi: 10.1212/WNL.0000000000007577. Epub 2019 May 3.,Coppola G,Neurology,2019,2019/05/05,,,10.1212/WNL.0000000000007577,,,,,,,,,,,,
129,30744538,Characterization of functional brain connectivity towards optimization of music selection for therapy: a fMRI study,"Wu K, Anderson J, Townsend J, Frazier T, Brandt A, Karmonik C.",Int J Neurosci. 2019 Sep;129(9):882-889. doi: 10.1080/00207454.2019.1581189. Epub 2019 Mar 1.,Wu K,Int J Neurosci,2019,2019/02/13,,,10.1080/00207454.2019.1581189,,,,,,,,,,,,
130,31711434,Altered functional connectivity of the red nucleus and substantia nigra in migraine without aura,"Huang X, Zhang D, Chen Y, Wang P, Mao C, Miao Z, Liu C, Xu C, Wu X, Yin X.",J Headache Pain. 2019 Nov 11;20(1):104. doi: 10.1186/s10194-019-1058-0.,Huang X,J Headache Pain,2019,2019/11/13,PMC6849177,,10.1186/s10194-019-1058-0,,,,,,,,,,,,
131,30702629,Enhanced functional connectivity of the default mode network (DMN) in patients with spleen deficiency syndrome: A resting-state fMRI study,"Ning YZ, Wu FZ, Xue S, Yin DQ, Zhu H, Liu J, Jia HX.",Medicine (Baltimore). 2019 Feb;98(5):e14372. doi: 10.1097/MD.0000000000014372.,Ning YZ,Medicine (Baltimore),2019,2019/02/01,PMC6380821,,10.1097/MD.0000000000014372,,,,,,,,,,,,
132,30145717,The impact of localized grey matter damage on neighboring connectivity: posterior cortical atrophy and the visual network,"Glick-Shames H, Backner Y, Bick A, Raz N, Levin N.",Brain Imaging Behav. 2019 Oct;13(5):1292-1301. doi: 10.1007/s11682-018-9952-7.,Glick-Shames H,Brain Imaging Behav,2019,2018/08/27,,,10.1007/s11682-018-9952-7,,,,,,,,,,,,
133,31824400,Blood Flow and Glucose Metabolism Dissociation in the Putamen Is Predictive of Levodopa Induced Dyskinesia in Parkinson's Disease Patients,"Aljuaid M, Booth S, Hobson DE, Borys A, Williams K, Katako A, Ryner L, Goertzen AL, Ko JH.",Front Neurol. 2019 Nov 21;10:1217. doi: 10.3389/fneur.2019.01217. eCollection 2019.,Aljuaid M,Front Neurol,2019,2019/12/12,PMC6881455,,10.3389/fneur.2019.01217,,,,,,,,,,,,
134,31711415,Reduced resting-state brain functional network connectivity and poor regional homogeneity in patients with CADASIL,"Su J, Ban S, Wang M, Hua F, Wang L, Cheng X, Tang Y, Zhou H, Zhai Y, Du X, Liu J.",J Headache Pain. 2019 Nov 11;20(1):103. doi: 10.1186/s10194-019-1052-6.,Su J,J Headache Pain,2019,2019/11/13,PMC6849263,,10.1186/s10194-019-1052-6,,,,,,,,,,,,
135,30573410,Changes in default mode network connectivity in different glucose metabolism status and diabetes duration,"Liu H, Liu J, Peng L, Feng Z, Cao L, Liu H, Shen H, Hu D, Zeng LL, Wang W.",Neuroimage Clin. 2019;21:101629. doi: 10.1016/j.nicl.2018.101629. Epub 2018 Dec 5.,Liu H,Neuroimage Clin,2019,2018/12/22,PMC6411780,,10.1016/j.nicl.2018.101629,,,,,,,,,,,,
136,31838483,Different Patterns of Functional Connectivity Alterations Within the Default-Mode Network and Sensorimotor Network in Basal Ganglia and Pontine Stroke,"Chen H, Shi M, Zhang H, Zhang YD, Geng W, Jiang L, Wang Z, Chen YC, Yin X.",Med Sci Monit. 2019 Dec 15;25:9585-9593. doi: 10.12659/MSM.918185.,Chen H,Med Sci Monit,2019,2019/12/16,PMC6929567,,10.12659/MSM.918185,,,,,,,,,,,,
137,30428445,The impact of depressive comorbidity on neural plasticity following cognitive-behavioral therapy in panic disorder with agoraphobia,"Kunas SL, Yang Y, Straube B, Kircher T, Gerlach AL, Pfleiderer B, Arolt V, Wittmann A, Stroehle A, Wittchen HU, Lueken U.",J Affect Disord. 2019 Feb 15;245:451-460. doi: 10.1016/j.jad.2018.11.026. Epub 2018 Nov 4.,Kunas SL,J Affect Disord,2019,2018/11/15,,,10.1016/j.jad.2018.11.026,,,,,,,,,,,,
138,29953933,Neuroimaging markers of antipsychotic treatment response in schizophrenia: An overview of magnetic resonance imaging studies,"Tarcijonas G, Sarpal DK.",Neurobiol Dis. 2019 Nov;131:104209. doi: 10.1016/j.nbd.2018.06.021. Epub 2018 Jun 25.,Tarcijonas G,Neurobiol Dis,2019,2018/06/29,PMC6541531,NIHMS1028248,10.1016/j.nbd.2018.06.021,,,,,,,,,,,,
139,31734526,Common increased hippocampal volume but specific changes in functional connectivity in schizophrenia patients in remission and non-remission following electroconvulsive therapy: A preliminary study,"Jiang Y, Xu L, Li X, Tang Y, Wang P, Li C, Yao D, Wang J, Luo C.",Neuroimage Clin. 2019;24:102081. doi: 10.1016/j.nicl.2019.102081. Epub 2019 Nov 8.,Jiang Y,Neuroimage Clin,2019,2019/11/18,PMC6861644,,10.1016/j.nicl.2019.102081,,,,,,,,,,,,
140,31405923,A Whole-Body Sensory-Motor Gradient is Revealed in the Medial Wall of the Parietal Lobe,"Zeharia N, Hofstetter S, Flash T, Amedi A.",J Neurosci. 2019 Oct 2;39(40):7882-7892. doi: 10.1523/JNEUROSCI.0727-18.2019. Epub 2019 Aug 12.,Zeharia N,J Neurosci,2019,2019/08/14,PMC6774401,,10.1523/JNEUROSCI.0727-18.2019,,,,,,,,,,,,
141,31804610,Resting-state functional connectivity alterations in periventricular nodular heterotopia related epilepsy,"Liu W, Hu X, An D, Zhou D, Gong Q.",Sci Rep. 2019 Dec 5;9(1):18473. doi: 10.1038/s41598-019-55002-3.,Liu W,Sci Rep,2019,2019/12/06,PMC6895037,,10.1038/s41598-019-55002-3,,,,,,,,,,,,
142,30953482,Association between NRGN gene polymorphism and resting-state hippocampal functional connectivity in schizophrenia,"Zhang Y, Gong X, Yin Z, Cui L, Yang J, Wang P, Zhou Y, Jiang X, Wei S, Wang F, Tang Y.",BMC Psychiatry. 2019 Apr 5;19(1):108. doi: 10.1186/s12888-019-2088-5.,Zhang Y,BMC Psychiatry,2019,2019/04/07,PMC6451258,,10.1186/s12888-019-2088-5,,,,,,,,,,,,
143,31354402,"Characterizing Rapid Fluctuations of Resting State Functional Connectivity in Demyelinating, Neurodegenerative, and Psychiatric Conditions: From Static to Time-Varying Analysis","Valsasina P, Hidalgo de la Cruz M, Filippi M, Rocca MA.",Front Neurosci. 2019 Jul 10;13:618. doi: 10.3389/fnins.2019.00618. eCollection 2019.,Valsasina P,Front Neurosci,2019,2019/07/30,PMC6636554,,10.3389/fnins.2019.00618,,,,,,,,,,,,
144,30738999,Abnormal fronto-striatal intrinsic connectivity reflects executive dysfunction in alcohol use disorders,"Galandra C, Basso G, Manera M, Crespi C, Giorgi I, Vittadini G, Poggi P, Canessa N.",Cortex. 2019 Jun;115:27-42. doi: 10.1016/j.cortex.2019.01.004. Epub 2019 Jan 23.,Galandra C,Cortex,2019,2019/02/11,,,10.1016/j.cortex.2019.01.004,,,,,,,,,,,,
145,29660513,White-matter functional networks changes in patients with schizophrenia,"Jiang Y, Luo C, Li X, Li Y, Yang H, Li J, Chang X, Li H, Yang H, Wang J, Duan M, Yao D.",Neuroimage. 2019 Apr 15;190:172-181. doi: 10.1016/j.neuroimage.2018.04.018. Epub 2018 Apr 13.,Jiang Y,Neuroimage,2019,2018/04/17,,,10.1016/j.neuroimage.2018.04.018,,,,,,,,,,,,
146,30098853,Cognitive control network dysconnectivity and response to antipsychotic treatment in schizophrenia,"Cadena EJ, White DM, Kraguljac NV, Reid MA, Jindal R, Pixley RM, Lahti AC.",Schizophr Res. 2019 Feb;204:262-270. doi: 10.1016/j.schres.2018.07.045. Epub 2018 Aug 8.,Cadena EJ,Schizophr Res,2019,2018/08/13,PMC7909720,NIHMS1668234,10.1016/j.schres.2018.07.045,,,,,,,,,,,,
147,30687052,"Decreased Intrinsic Functional Connectivity in First-Episode, Drug-Naive Adolescents With Generalized Anxiety Disorder","Yang F, Fan L, Zhai T, Lin Y, Wang Y, Ma J, Liao M, Zhang Y, Li L, Su L, Dai Z.",Front Hum Neurosci. 2019 Jan 11;12:539. doi: 10.3389/fnhum.2018.00539. eCollection 2018.,Yang F,Front Hum Neurosci,2019,2019/01/29,PMC6337053,,10.3389/fnhum.2018.00539,,,,,,,,,,,,
148,30662394,Altered Functional Connectivity of Cerebello-Cortical Circuit in Multiple System Atrophy (Cerebellar-Type),"Ren S, Zhang H, Zheng W, Liu M, Gao F, Wang Z, Chen Z.",Front Neurosci. 2019 Jan 4;12:996. doi: 10.3389/fnins.2018.00996. eCollection 2018.,Ren S,Front Neurosci,2019,2019/01/22,PMC6328464,,10.3389/fnins.2018.00996,,,,,,,,,,,,
149,30798413,Abnormal functional network centrality in drug-naïve boys with attention-deficit/hyperactivity disorder,"Zhou M, Yang C, Bu X, Liang Y, Lin H, Hu X, Chen H, Wang M, Huang X.",Eur Child Adolesc Psychiatry. 2019 Oct;28(10):1321-1328. doi: 10.1007/s00787-019-01297-6. Epub 2019 Feb 23.,Zhou M,Eur Child Adolesc Psychiatry,2019,2019/02/25,,,10.1007/s00787-019-01297-6,,,,,,,,,,,,
150,31095830,Effects of sound therapy on resting-state functional brain networks in patients with tinnitus: A graph-theoretical-based study,"Han L, Yawen L, Hao W, Chunli L, Pengfei Z, Zhengyu Z, Zhaodi W, Zhenghan Y, Shusheng G, Zhenchang W.",J Magn Reson Imaging. 2019 Dec;50(6):1731-1741. doi: 10.1002/jmri.26796. Epub 2019 May 16.,Han L,J Magn Reson Imaging,2019,2019/05/17,,,10.1002/jmri.26796,,,,,,,,,,,,
151,31373706,Cerebellar Hypermetabolism in Alcohol Use Disorder: Compensatory Mechanism or Maladaptive Plasticity?,"Ritz L, Segobin S, Lannuzel C, Laniepce A, Boudehent C, Cabé N, Eustache F, Vabret F, Beaunieux H, Pitel AL.",Alcohol Clin Exp Res. 2019 Oct;43(10):2212-2221. doi: 10.1111/acer.14158. Epub 2019 Sep 5.,Ritz L,Alcohol Clin Exp Res,2019,2019/08/03,,,10.1111/acer.14158,,,,,,,,,,,,
152,31175273,"Antidepressant treatment, not depression, leads to reductions in behavioral and neural responses to pain empathy","Rütgen M, Pletti C, Tik M, Kraus C, Pfabigan DM, Sladky R, Klöbl M, Woletz M, Vanicek T, Windischberger C, Lanzenberger R, Lamm C.",Transl Psychiatry. 2019 Jun 7;9(1):164. doi: 10.1038/s41398-019-0496-4.,Rütgen M,Transl Psychiatry,2019,2019/06/09,PMC6555809,,10.1038/s41398-019-0496-4,,,,,,,,,,,,
153,31316333,Characterizing Whole Brain Temporal Variation of Functional Connectivity via Zero and First Order Derivatives of Sliding Window Correlations,"Espinoza FA, Vergara VM, Damaraju E, Henke KG, Faghiri A, Turner JA, Belger AA, Ford JM, McEwen SC, Mathalon DH, Mueller BA, Potkin SG, Preda A, Vaidya JG, van Erp TGM, Calhoun VD.",Front Neurosci. 2019 Jun 27;13:634. doi: 10.3389/fnins.2019.00634. eCollection 2019.,Espinoza FA,Front Neurosci,2019,2019/07/19,PMC6611425,,10.3389/fnins.2019.00634,,,,,,,,,,,,
154,30445024,Early functional connectivity deficits and progressive microstructural alterations in the TgF344-AD rat model of Alzheimer's Disease: A longitudinal MRI study,"Anckaerts C, Blockx I, Summer P, Michael J, Hamaide J, Kreutzer C, Boutin H, Couillard-Després S, Verhoye M, Van der Linden A.",Neurobiol Dis. 2019 Apr;124:93-107. doi: 10.1016/j.nbd.2018.11.010. Epub 2018 Nov 13.,Anckaerts C,Neurobiol Dis,2019,2018/11/17,,,10.1016/j.nbd.2018.11.010,,,,,,,,,,,,
155,31060011,Functional disconnectivity of the hippocampal network and neural correlates of memory impairment in treatment-resistant depression,"Ge R, Torres I, Brown JJ, Gregory E, McLellan E, Downar JH, Blumberger DM, Daskalakis ZJ, Lam RW, Vila-Rodriguez F.",J Affect Disord. 2019 Jun 15;253:248-256. doi: 10.1016/j.jad.2019.04.096. Epub 2019 Apr 29.,Ge R,J Affect Disord,2019,2019/05/07,,,10.1016/j.jad.2019.04.096,,,,,,,,,,,,
156,30723453,Aberrant Brain Regional Homogeneity and Functional Connectivity of Entorhinal Cortex in Vascular Mild Cognitive Impairment: A Resting-State Functional MRI Study,"Zuo M, Xu Y, Zhang X, Li M, Jia X, Niu J, Li D, Han Y, Yang Y.",Front Neurol. 2019 Jan 22;9:1177. doi: 10.3389/fneur.2018.01177. eCollection 2018.,Zuo M,Front Neurol,2019,2019/02/07,PMC6350268,,10.3389/fneur.2018.01177,,,,,,,,,,,,
157,31396033,"Disrupted Regional Cerebral Blood Flow, Functional Activity and Connectivity in Alzheimer's Disease: A Combined ASL Perfusion and Resting State fMRI Study","Zheng W, Cui B, Han Y, Song H, Li K, He Y, Wang Z.",Front Neurosci. 2019 Jul 24;13:738. doi: 10.3389/fnins.2019.00738. eCollection 2019.,Zheng W,Front Neurosci,2019,2019/08/10,PMC6668217,,10.3389/fnins.2019.00738,,,,,,,,,,,,
158,31536007,The Reorganization of Resting-State Brain Networks Associated With Motor Imagery Training in Chronic Stroke Patients,"Wang H, Xu G, Wang X, Sun C, Zhu B, Fan M, Jia J, Guo X, Sun L.",IEEE Trans Neural Syst Rehabil Eng. 2019 Oct;27(10):2237-2245. doi: 10.1109/TNSRE.2019.2940980. Epub 2019 Sep 13.,Wang H,IEEE Trans Neural Syst Rehabil Eng,2019,2019/09/20,,,10.1109/TNSRE.2019.2940980,,,,,,,,,,,,
159,31027053,Functional connectivity in multiple sclerosis after robotic rehabilitative treatment: A case report,"Bonanno L, Russo M, Bramanti A, Calabrò RS, Marino S.",Medicine (Baltimore). 2019 Apr;98(17):e15047. doi: 10.1097/MD.0000000000015047.,Bonanno L,Medicine (Baltimore),2019,2019/04/28,PMC6831415,,10.1097/MD.0000000000015047,,,,,,,,,,,,
160,30681245,Absence of dentate nucleus resting-state functional connectivity changes in nonneurological patients with gadolinium-related hyperintensity on T(1) -weighted images,"Mallio CA, Piervincenzi C, Gianolio E, Cirimele V, Papparella LG, Marano M, Quintiliani L, Aime S, Carducci F, Parizel PM, Quattrocchi CC.",J Magn Reson Imaging. 2019 Aug;50(2):445-455. doi: 10.1002/jmri.26669. Epub 2019 Jan 25.,Mallio CA,J Magn Reson Imaging,2019,2019/01/26,,,10.1002/jmri.26669,,,,,,,,,,,,
161,31734531,fMRI functional connectivity as an indicator of interictal epileptic discharges,"Su J, Khoo HM, von Ellenrieder N, Zeng LL, Hu D, Dubeau F, Gotman J.",Neuroimage Clin. 2019;24:102038. doi: 10.1016/j.nicl.2019.102038. Epub 2019 Oct 23.,Su J,Neuroimage Clin,2019,2019/11/18,PMC6861611,,10.1016/j.nicl.2019.102038,,,,,,,,,,,,
162,31211165,Internodular functional connectivity in heterotopia-related epilepsy,"Khoo HM, von Ellenrieder N, Zazubovits N, Hall JA, Dubeau F, Gotman J.",Ann Clin Transl Neurol. 2019 May 3;6(6):1010-1023. doi: 10.1002/acn3.769. eCollection 2019 Jun.,Khoo HM,Ann Clin Transl Neurol,2019,2019/06/19,PMC6562032,,10.1002/acn3.769,,,,,,,,,,,,
163,30770788,Ultra-high field MRI reveals mood-related circuit disturbances in depression: a comparison between 3-Tesla and 7-Tesla,"Morris LS, Kundu P, Costi S, Collins A, Schneider M, Verma G, Balchandani P, Murrough JW.",Transl Psychiatry. 2019 Feb 15;9(1):94. doi: 10.1038/s41398-019-0425-6.,Morris LS,Transl Psychiatry,2019,2019/02/17,PMC6377652,,10.1038/s41398-019-0425-6,,,,,,,,,,,,
164,31009844,Altered whole brain functional connectivity pattern homogeneity in medication-free major depressive disorder,"Wang L, Yu L, Wu F, Wu H, Wang J.",J Affect Disord. 2019 Jun 15;253:18-25. doi: 10.1016/j.jad.2019.04.040. Epub 2019 Apr 8.,Wang L,J Affect Disord,2019,2019/04/23,,,10.1016/j.jad.2019.04.040,,,,,,,,,,,,
165,30024343,Longitudinal Resting State Functional Connectivity Predicts Clinical Outcome in Mild Traumatic Brain Injury,"Madhavan R, Joel SE, Mullick R, Cogsil T, Niogi SN, Tsiouris AJ, Mukherjee P, Masdeu JC, Marinelli L, Shetty T.",J Neurotrauma. 2019 Mar 1;36(5):650-660. doi: 10.1089/neu.2018.5739. Epub 2018 Oct 3.,Madhavan R,J Neurotrauma,2019,2018/07/20,,,10.1089/neu.2018.5739,,,,,,,,,,,,
166,30503934,Neural substrates of cognitive reserve in Alzheimer's disease spectrum and normal aging,"Lee DH, Lee P, Seo SW, Roh JH, Oh M, Oh JS, Oh SJ, Kim JS, Jeong Y.",Neuroimage. 2019 Feb 1;186:690-702. doi: 10.1016/j.neuroimage.2018.11.053. Epub 2018 Nov 29.,Lee DH,Neuroimage,2019,2018/12/04,,,10.1016/j.neuroimage.2018.11.053,,,,,,,,,,,,
167,31396115,Altered Functional Connectivity Between the Cerebellum and the Cortico-Striato-Thalamo-Cortical Circuit in Obsessive-Compulsive Disorder,"Zhang H, Wang B, Li K, Wang X, Li X, Zhu J, Zhao Q, Yang Y, Lv L, Zhang M, Zhang H.",Front Psychiatry. 2019 Jul 24;10:522. doi: 10.3389/fpsyt.2019.00522. eCollection 2019.,Zhang H,Front Psychiatry,2019,2019/08/10,PMC6667674,,10.3389/fpsyt.2019.00522,,,,,,,,,,,,
168,29644521,Functional connectivity change between posterior cingulate cortex and ventral attention network relates to the impairment of orientation for time in Alzheimer's disease patients,"Yamashita KI, Uehara T, Prawiroharjo P, Yamashita K, Togao O, Hiwatashi A, Taniwaki Y, Utsunomiya H, Matsushita T, Yamasaki R, Kira JI.",Brain Imaging Behav. 2019 Feb;13(1):154-161. doi: 10.1007/s11682-018-9860-x.,Yamashita KI,Brain Imaging Behav,2019,2018/04/13,,,10.1007/s11682-018-9860-x,,,,,,,,,,,,
169,31153000,Resting-state connectivity alterations during transient global amnesia,"Zidda F, Griebe M, Ebert A, Ruttorf M, Roßmanith C, Gass A, Andoh J, Nees F, Szabo K.",Neuroimage Clin. 2019;23:101869. doi: 10.1016/j.nicl.2019.101869. Epub 2019 May 23.,Zidda F,Neuroimage Clin,2019,2019/06/02,PMC6543172,,10.1016/j.nicl.2019.101869,,,,,,,,,,,,
170,30882572,What is the Functional Difference Between Sagittal With Metopic and Isolated Sagittal Craniosynotosis?,"Cabrejo R, Lacadie C, Chuang C, Yang J, Sun A, Brooks E, Beckett J, Eilbott J, Gabrick K, Steinbacher D, Alperovich M, Pelphrey K, Ventola P, Constable T, Persing JA.",J Craniofac Surg. 2019 Jun;30(4):968-973. doi: 10.1097/SCS.0000000000005288.,Cabrejo R,J Craniofac Surg,2019,2019/03/19,,,10.1097/SCS.0000000000005288,,,,,,,,,,,,
171,30478034,Dissociable Disruptions in Thalamic and Hippocampal Resting-State Functional Connectivity in Youth with 22q11.2 Deletions,"Schleifer C, Lin A, Kushan L, Ji JL, Yang G, Bearden CE, Anticevic A.",J Neurosci. 2019 Feb 13;39(7):1301-1319. doi: 10.1523/JNEUROSCI.3470-17.2018. Epub 2018 Nov 26.,Schleifer C,J Neurosci,2019,2018/11/28,PMC6381244,,10.1523/JNEUROSCI.3470-17.2018,,,,,,,,,,,,
172,30500423,Combining resting state functional MRI with intraoperative cortical stimulation to map the mentalizing network,"Yordanova YN, Cochereau J, Duffau H, Herbet G.",Neuroimage. 2019 Feb 1;186:628-636. doi: 10.1016/j.neuroimage.2018.11.046. Epub 2018 Nov 27.,Yordanova YN,Neuroimage,2019,2018/12/01,,,10.1016/j.neuroimage.2018.11.046,,,,,,,,,,,,
173,30229715,Hippocampal-subregion functional alterations associated with antidepressant effects and cognitive impairments of electroconvulsive therapy,"Bai T, Wei Q, Xie W, Wang A, Wang J, Ji GJ, Wang K, Tian Y.",Psychol Med. 2019 Jun;49(8):1357-1364. doi: 10.1017/S0033291718002684. Epub 2018 Sep 19.,Bai T,Psychol Med,2019,2018/09/20,PMC6518386,,10.1017/S0033291718002684,,,,,,,,,,,,
174,31129526,fMRI study of cannabidiol-induced changes in attention control in treatment-resistant epilepsy,"Allendorfer JB, Nenert R, Bebin EM, Gaston TE, Grayson LE, Hernando KA, Houston JT, Hansen B, Szaflarski JP.",Epilepsy Behav. 2019 Jul;96:114-121. doi: 10.1016/j.yebeh.2019.04.008. Epub 2019 May 24.,Allendorfer JB,Epilepsy Behav,2019,2019/05/27,,,10.1016/j.yebeh.2019.04.008,,,,,,,,,,,,
175,30295432,Central Sensitization in Knee Osteoarthritis: Relating Presurgical Brainstem Neuroimaging and PainDETECT-Based Patient Stratification to Arthroplasty Outcome,"Soni A, Wanigasekera V, Mezue M, Cooper C, Javaid MK, Price AJ, Tracey I.",Arthritis Rheumatol. 2019 Apr;71(4):550-560. doi: 10.1002/art.40749. Epub 2019 Mar 6.,Soni A,Arthritis Rheumatol,2019,2018/10/09,PMC6430421,EMS80404,10.1002/art.40749,,,,,,,,,,,,
176,31114515,Abnormal Alterations of Regional Spontaneous Neuronal Activity in Inferior Frontal Orbital Gyrus and Corresponding Brain Circuit Alterations: A Resting-State fMRI Study in Somatic Depression,"Yan R, Tao S, Liu H, Chen Y, Shi J, Yang Y, Zhu R, Yao Z, Lu Q.",Front Psychiatry. 2019 Apr 30;10:267. doi: 10.3389/fpsyt.2019.00267. eCollection 2019.,Yan R,Front Psychiatry,2019,2019/05/23,PMC6503088,,10.3389/fpsyt.2019.00267,,,,,,,,,,,,
